User_ID,Age,Gender,Country,Preferred_Category,Time_Spent_Minutes,Subscribed_Channels,Most_Watched_Genre,Frequent_Keywords,Recommendation_Algorithm,Engagement_Rate,Premium_User,Devices_Used,Advertisement_Interaction,Satisfaction_Score,Video_On_Trending
2345,60,Other,Canada,Entertainment,336,5,Comedy,Science,Fair,72.32001427265537,No,Laptop,Low,8,Yes
2346,17,Other,United States,Entertainment,365,29,Comedy,Cooking,Fair,57.241437797299724,Yes,Mobile,Medium,5,No
2347,53,Male,Russia,Entertainment,404,47,Comedy,Science,Good,48.66686170088401,No,Tablet,Low,7,Yes
2348,38,Male,United States,Education,309,22,Technology,Travel,Excellent,69.80753687315865,Yes,Laptop,Medium,4,No
2349,40,Male,Germany,Music,535,78,Fashion,DIY,Fair,39.57538502235951,Yes,Laptop,Low,10,Yes
2350,14,Other,Canada,Gaming,294,57,Technology,Science,Poor,12.61099813368064,No,Smart TV,Low,5,No
2351,62,Female,Germany,Gaming,339,83,Technology,Cooking,Fair,48.889338312123975,Yes,Smart TV,Medium,4,No
2352,18,Male,Germany,Music,59,35,Sports,DIY,Excellent,52.19158706823186,No,Mobile,Low,3,Yes
2353,21,Female,Russia,Education,387,88,Comedy,Travel,Poor,20.190215339993923,No,Smart TV,Medium,1,Yes
2354,45,Male,Germany,Entertainment,547,60,Technology,DIY,Excellent,93.56193563286571,No,Laptop,Low,5,Yes
2355,53,Male,United States,Music,153,70,Fashion,Travel,Fair,22.747564664629127,No,Smart TV,Low,2,Yes
2356,37,Male,Canada,Gaming,69,60,Technology,Travel,Fair,40.92275940840977,No,Smart TV,Low,6,Yes
2357,60,Male,Germany,Education,84,58,Sports,Travel,Fair,15.49296868447233,No,Mobile,Medium,5,No
2358,25,Male,Germany,Entertainment,12,3,Sports,DIY,Excellent,53.57966461869441,Yes,Laptop,Low,2,No
2359,21,Female,Canada,Gaming,584,34,Fashion,Travel,Poor,30.763760810008968,Yes,Laptop,Low,8,No
2360,25,Male,United States,Gaming,457,45,Sports,DIY,Fair,48.9272519976084,Yes,Tablet,High,5,Yes
2361,43,Female,Germany,Gaming,284,50,Comedy,Science,Fair,22.461691645820192,Yes,Tablet,High,2,No
2362,53,Other,Canada,Entertainment,539,2,Comedy,Travel,Fair,5.377512794871575,Yes,Mobile,Medium,1,Yes
2363,23,Male,United States,Gaming,224,15,Sports,Cooking,Good,77.92266510822553,No,Laptop,Medium,2,Yes
2364,16,Female,United States,Education,494,37,Technology,DIY,Good,64.10862839596584,Yes,Laptop,Medium,1,Yes
2365,46,Other,United States,Education,338,15,Sports,Travel,Poor,34.07393557110129,No,Smart TV,Medium,10,No
2366,50,Other,Russia,Entertainment,264,60,Fashion,Cooking,Excellent,4.749422468232223,Yes,Mobile,Low,10,No
2367,58,Other,United States,Education,396,96,Comedy,DIY,Fair,86.55750626971209,Yes,Mobile,Low,3,Yes
2368,16,Female,United States,Music,135,85,Comedy,Cooking,Fair,16.979500493567933,No,Tablet,Medium,3,No
2369,50,Male,Canada,Education,593,64,Technology,Cooking,Excellent,93.0742218281428,Yes,Tablet,Medium,10,No
2370,31,Male,Russia,Gaming,559,81,Fashion,Cooking,Excellent,47.85953785959585,Yes,Smart TV,High,1,Yes
2371,18,Female,United States,Gaming,333,98,Comedy,Cooking,Poor,34.038670990848374,Yes,Tablet,Medium,7,Yes
2372,46,Male,Germany,Education,213,96,Comedy,Science,Excellent,74.17594768909639,No,Mobile,High,10,No
2373,30,Female,Russia,Education,181,52,Fashion,Cooking,Fair,87.68394060751858,Yes,Mobile,Medium,7,No
2374,25,Male,Canada,Entertainment,226,23,Technology,Cooking,Poor,37.07135636457107,No,Tablet,Medium,9,Yes
2375,53,Other,Russia,Entertainment,254,99,Sports,Cooking,Good,40.73437521701872,Yes,Smart TV,Low,5,No
2376,35,Male,Germany,Music,345,37,Technology,Science,Poor,43.315821934719736,No,Smart TV,Medium,4,No
2377,31,Female,Russia,Education,307,41,Comedy,DIY,Poor,92.23230614786691,Yes,Tablet,High,5,No
2378,57,Female,Germany,Music,191,57,Comedy,Travel,Poor,69.25639915143327,No,Laptop,Low,8,Yes
2379,23,Other,United States,Education,343,97,Technology,Cooking,Excellent,24.764611704565553,No,Laptop,High,8,Yes
2380,13,Female,United States,Music,520,25,Technology,Science,Fair,18.49996975019794,Yes,Tablet,Medium,4,Yes
2381,36,Male,Russia,Education,392,37,Comedy,Science,Excellent,23.036766342481606,Yes,Smart TV,Low,8,No
2382,19,Male,Russia,Education,208,40,Fashion,Science,Fair,26.356388918551744,Yes,Tablet,High,4,Yes
2383,37,Other,Canada,Education,341,85,Fashion,Travel,Excellent,23.01834913340015,No,Tablet,Medium,4,Yes
2384,33,Female,Canada,Music,174,46,Sports,Science,Poor,65.85064471923961,Yes,Mobile,High,8,No
2385,27,Other,Germany,Gaming,251,60,Comedy,Cooking,Fair,11.593351065750635,No,Smart TV,Medium,2,No
2386,13,Male,United States,Entertainment,236,98,Comedy,Cooking,Excellent,38.73584897079607,Yes,Smart TV,High,4,No
2387,24,Other,Russia,Entertainment,565,19,Sports,Cooking,Poor,62.505357297036646,Yes,Smart TV,Medium,1,No
2388,19,Female,United States,Music,460,91,Comedy,Travel,Good,29.085997394293084,No,Tablet,High,1,Yes
2389,27,Other,Russia,Education,205,9,Comedy,Science,Excellent,6.527438470165803,Yes,Laptop,Low,8,Yes
2390,33,Female,Germany,Gaming,213,69,Technology,Cooking,Excellent,8.18239228459683,Yes,Tablet,Medium,4,No
2391,31,Female,United States,Music,467,5,Fashion,Cooking,Good,12.596677630468633,Yes,Smart TV,Medium,6,Yes
2392,41,Male,Canada,Music,266,89,Fashion,DIY,Excellent,83.58430248681552,No,Mobile,High,5,Yes
2393,37,Male,Germany,Entertainment,538,26,Fashion,DIY,Good,65.78635056049697,No,Smart TV,Medium,10,No
2394,45,Male,United States,Entertainment,281,19,Sports,DIY,Fair,6.452241109764478,No,Smart TV,Low,6,No
2395,61,Female,Germany,Gaming,18,30,Technology,Cooking,Good,39.10688791514198,No,Smart TV,High,4,No
2396,44,Other,Russia,Education,210,48,Comedy,Travel,Poor,27.858517284706565,Yes,Tablet,High,4,Yes
2397,61,Female,United States,Gaming,68,16,Fashion,Cooking,Good,57.80401116288002,Yes,Laptop,High,7,Yes
2398,47,Male,United States,Entertainment,402,71,Fashion,Science,Fair,52.280594967231345,Yes,Mobile,Low,1,Yes
2399,56,Male,United States,Education,128,18,Technology,DIY,Good,48.11240233697149,No,Mobile,Low,9,Yes
2400,50,Other,Canada,Gaming,562,56,Comedy,Science,Good,31.451237037261315,Yes,Laptop,Medium,10,Yes
2401,38,Male,Germany,Music,408,21,Sports,DIY,Fair,13.779977204399074,No,Laptop,High,3,Yes
2402,23,Male,Canada,Music,340,31,Comedy,Travel,Excellent,74.23763828726379,Yes,Laptop,Low,4,No
2403,47,Male,Canada,Music,276,1,Sports,Travel,Excellent,87.98567688426544,No,Mobile,Medium,9,No
2404,20,Other,Germany,Education,529,3,Sports,Travel,Poor,94.41509092328172,No,Mobile,Low,5,No
2405,58,Female,Germany,Education,489,95,Comedy,Science,Poor,5.861897061358046,Yes,Smart TV,Low,4,No
2406,26,Male,United States,Entertainment,143,25,Sports,Travel,Good,73.9908711588883,No,Tablet,Low,6,Yes
2407,22,Other,United States,Gaming,364,8,Fashion,Travel,Excellent,72.65034594069625,No,Tablet,Medium,1,No
2408,14,Male,Germany,Education,593,65,Technology,DIY,Excellent,94.71096141455892,Yes,Tablet,Low,10,No
2409,58,Other,United States,Education,507,62,Fashion,Science,Good,25.291459449776543,No,Mobile,Low,1,No
2410,21,Male,Russia,Gaming,116,7,Sports,Cooking,Fair,74.21790382951563,No,Laptop,Low,5,No
2411,15,Other,United States,Entertainment,299,7,Sports,Travel,Excellent,5.4626288766484565,Yes,Mobile,High,5,Yes
2412,33,Male,Germany,Education,156,8,Technology,Cooking,Poor,63.12457207616191,No,Mobile,Low,9,Yes
2413,38,Female,Canada,Gaming,336,19,Technology,Cooking,Good,35.08478240521797,No,Mobile,High,1,Yes
2414,20,Male,Germany,Education,424,17,Fashion,Cooking,Fair,76.89094395474751,No,Mobile,Low,3,No
2415,60,Other,Germany,Education,219,11,Technology,Cooking,Poor,86.33042864353935,Yes,Tablet,High,3,No
2416,14,Male,Canada,Entertainment,305,49,Technology,Travel,Excellent,36.48210422175162,Yes,Smart TV,Low,4,Yes
2417,18,Female,Russia,Music,407,11,Sports,Travel,Fair,52.55860926993006,Yes,Laptop,High,7,No
2418,40,Male,United States,Education,112,41,Technology,Travel,Poor,11.740406236359991,Yes,Mobile,High,7,No
2419,41,Other,Russia,Entertainment,517,62,Sports,Science,Good,41.69069652234766,No,Laptop,High,10,Yes
2420,38,Other,Canada,Gaming,218,52,Comedy,Science,Fair,36.08003932591692,Yes,Laptop,Low,5,No
2421,37,Female,Russia,Gaming,437,66,Comedy,Cooking,Fair,18.312345978451773,Yes,Mobile,Medium,9,No
2422,24,Other,Canada,Music,402,68,Comedy,DIY,Good,89.44786247667759,Yes,Smart TV,High,7,No
2423,17,Male,Germany,Gaming,118,92,Sports,Science,Excellent,14.808783804016024,Yes,Smart TV,High,2,No
2424,46,Male,Russia,Music,357,97,Comedy,Cooking,Excellent,63.573935753018716,No,Tablet,High,3,No
2425,60,Male,United States,Education,59,75,Fashion,Cooking,Fair,89.01426434798877,No,Tablet,High,7,No
2426,49,Other,United States,Music,114,67,Sports,Travel,Fair,91.19685798632257,Yes,Smart TV,High,5,No
2427,27,Male,Canada,Education,429,40,Fashion,Travel,Fair,79.32396998405684,No,Mobile,Medium,7,No
2428,56,Male,Germany,Gaming,382,5,Sports,Science,Poor,17.614113387417664,Yes,Tablet,Low,9,No
2429,48,Male,Russia,Music,36,85,Fashion,Travel,Fair,81.74314092138697,Yes,Mobile,Medium,9,No
2430,27,Female,Russia,Entertainment,282,22,Comedy,Science,Excellent,27.65648124156246,No,Mobile,Low,3,Yes
2431,55,Other,Canada,Gaming,349,37,Fashion,Travel,Good,92.23980274325089,No,Mobile,Medium,8,Yes
2432,60,Other,Russia,Gaming,310,11,Comedy,DIY,Good,70.90866814238495,No,Mobile,Low,6,Yes
2433,35,Other,United States,Gaming,489,44,Sports,Travel,Good,78.52675610088865,No,Laptop,High,4,Yes
2434,18,Female,United States,Gaming,553,86,Comedy,Science,Fair,8.503245350193723,No,Laptop,Low,4,No
2435,58,Other,Russia,Gaming,566,53,Technology,Cooking,Fair,58.27651134435444,No,Mobile,Low,4,Yes
2436,62,Female,Russia,Entertainment,274,77,Technology,Science,Good,82.11421268986795,Yes,Smart TV,High,7,Yes
2437,56,Female,Germany,Entertainment,551,61,Comedy,Travel,Poor,86.15903527724993,No,Laptop,High,6,Yes
2438,55,Other,Germany,Entertainment,175,67,Technology,Cooking,Poor,2.8631704733641516,Yes,Mobile,Low,2,Yes
2439,57,Male,Russia,Music,325,13,Technology,Travel,Poor,93.91592325551193,Yes,Mobile,Low,5,Yes
2440,33,Male,Russia,Gaming,10,92,Technology,Travel,Poor,4.333873330247973,Yes,Tablet,High,5,No
2441,35,Other,Canada,Music,270,11,Technology,Travel,Excellent,61.451867967484986,Yes,Tablet,Medium,6,Yes
2442,55,Other,Germany,Music,72,11,Fashion,Cooking,Good,69.33875276153121,Yes,Tablet,High,7,No
2443,28,Female,Russia,Music,492,85,Technology,Travel,Excellent,10.73452911679098,No,Laptop,Low,8,No
2444,59,Other,Canada,Gaming,330,85,Sports,DIY,Fair,4.801186560919268,No,Laptop,Low,10,No
2445,27,Female,Germany,Gaming,210,7,Comedy,Science,Poor,78.49121544507291,Yes,Tablet,Low,8,No
2446,37,Other,Canada,Music,231,17,Sports,DIY,Poor,38.4670624797434,Yes,Tablet,High,5,Yes
2447,48,Male,Russia,Gaming,161,48,Technology,DIY,Good,10.711251531512367,No,Mobile,High,2,No
2448,23,Male,United States,Music,471,14,Sports,Science,Poor,76.2667816387642,Yes,Smart TV,Medium,10,No
2449,63,Other,United States,Gaming,226,63,Technology,Science,Good,84.91630701436206,No,Tablet,Low,8,No
2450,27,Female,United States,Gaming,205,64,Fashion,Cooking,Fair,58.738619075880734,No,Mobile,Low,6,Yes
2451,16,Male,United States,Music,211,97,Fashion,DIY,Poor,16.123680843464562,No,Laptop,High,3,No
2452,33,Female,Russia,Entertainment,243,75,Fashion,DIY,Poor,1.5222471491490808,Yes,Tablet,Low,4,Yes
2453,25,Other,United States,Gaming,150,77,Technology,Science,Excellent,70.08024813019439,Yes,Laptop,Medium,1,Yes
2454,34,Other,United States,Music,507,65,Comedy,Travel,Good,55.013967482531676,Yes,Mobile,High,3,No
2455,31,Male,Russia,Music,564,34,Fashion,DIY,Good,65.07971417200795,Yes,Tablet,Low,4,No
2456,46,Other,Germany,Gaming,66,9,Technology,Cooking,Poor,81.31846701995957,Yes,Laptop,High,2,No
2457,26,Male,Germany,Gaming,513,77,Technology,Travel,Excellent,43.422777699297214,Yes,Mobile,High,6,No
2458,16,Female,Germany,Music,151,37,Sports,DIY,Poor,12.451546883362042,Yes,Tablet,Medium,8,Yes
2459,60,Male,Canada,Music,593,30,Technology,Travel,Good,93.99832853908265,Yes,Smart TV,High,6,No
2460,64,Male,Germany,Music,548,41,Sports,DIY,Good,54.52621272468573,No,Smart TV,Low,10,Yes
2461,58,Female,Russia,Education,115,45,Fashion,Travel,Poor,61.52941190885402,Yes,Tablet,Medium,3,Yes
2462,39,Male,Germany,Gaming,174,47,Sports,DIY,Fair,93.34114295517512,No,Tablet,High,9,Yes
2463,41,Male,Canada,Education,224,7,Technology,Science,Poor,93.1583656310263,No,Mobile,Low,4,Yes
2464,59,Other,Canada,Music,80,14,Sports,Science,Excellent,57.20946067281736,No,Laptop,High,6,No
2465,40,Female,United States,Education,588,48,Fashion,Cooking,Good,29.76114247214261,Yes,Laptop,High,4,Yes
2466,47,Male,Russia,Entertainment,99,6,Technology,DIY,Good,99.71136340127393,Yes,Tablet,Medium,4,Yes
2467,20,Female,Germany,Music,237,34,Comedy,Cooking,Poor,68.0817089953536,Yes,Smart TV,Medium,2,No
2468,28,Female,Germany,Entertainment,88,80,Comedy,Science,Fair,40.84366768920565,No,Laptop,Medium,10,No
2469,54,Male,Russia,Education,358,46,Technology,DIY,Good,55.98368028535897,Yes,Tablet,Medium,2,No
2470,48,Other,Russia,Entertainment,255,59,Fashion,Science,Poor,41.583405026802964,Yes,Laptop,Low,2,No
2471,42,Female,Russia,Education,281,70,Technology,Travel,Fair,88.83051522966474,No,Mobile,High,2,Yes
2472,30,Male,Russia,Gaming,412,8,Comedy,Science,Poor,48.24993748657461,Yes,Tablet,Medium,8,Yes
2473,14,Female,Russia,Gaming,125,24,Technology,Travel,Poor,82.35283759812472,No,Smart TV,Low,10,Yes
2474,61,Other,Russia,Education,444,67,Sports,Science,Poor,84.01762978230039,No,Smart TV,Medium,4,Yes
2475,25,Other,Russia,Music,539,4,Sports,Travel,Good,82.43323377352483,No,Mobile,High,4,Yes
2476,16,Other,Canada,Gaming,451,96,Fashion,Science,Fair,72.21886124756745,Yes,Mobile,Medium,10,Yes
2477,38,Male,United States,Education,181,1,Fashion,Science,Excellent,85.48777168075819,No,Smart TV,High,10,No
2478,37,Male,Germany,Music,25,34,Fashion,DIY,Excellent,38.722957962296924,No,Smart TV,High,3,No
2479,42,Other,Canada,Gaming,65,9,Fashion,DIY,Good,11.466320614196036,Yes,Mobile,Low,5,Yes
2480,23,Male,Canada,Education,112,63,Sports,DIY,Good,84.24542043725145,No,Smart TV,Medium,4,Yes
2481,19,Other,Germany,Music,293,76,Comedy,Cooking,Poor,49.816841568734525,Yes,Smart TV,Medium,7,Yes
2482,43,Male,Canada,Music,526,10,Fashion,Cooking,Poor,12.737603252785101,Yes,Laptop,High,10,Yes
2483,56,Other,Russia,Education,287,10,Fashion,Travel,Fair,11.531252218200795,No,Smart TV,Medium,7,Yes
2484,22,Female,Canada,Entertainment,278,50,Comedy,Cooking,Poor,15.92423940098927,Yes,Mobile,High,6,No
2485,51,Other,Germany,Entertainment,409,44,Fashion,Cooking,Fair,75.09732596671059,Yes,Laptop,Low,7,No
2486,25,Other,United States,Entertainment,512,48,Comedy,Science,Poor,71.08566734662811,Yes,Laptop,Medium,7,No
2487,43,Male,Germany,Entertainment,95,87,Fashion,Travel,Poor,20.381868018488326,Yes,Smart TV,High,8,Yes
2488,19,Male,United States,Music,329,6,Fashion,Cooking,Excellent,84.69234181097953,No,Laptop,Medium,1,Yes
2489,61,Male,Russia,Entertainment,41,88,Fashion,DIY,Good,28.12947955282449,Yes,Tablet,Medium,3,No
2490,54,Male,Canada,Education,345,24,Sports,DIY,Fair,79.29855833149475,Yes,Mobile,Low,3,Yes
2491,54,Male,Germany,Music,60,85,Sports,Cooking,Excellent,48.88059077349419,Yes,Mobile,High,5,Yes
2492,48,Male,Germany,Entertainment,88,95,Sports,Science,Poor,73.1548682538566,Yes,Smart TV,Low,10,Yes
2493,32,Female,United States,Education,183,58,Fashion,DIY,Excellent,38.13876630735658,No,Smart TV,Low,7,Yes
2494,16,Other,Canada,Gaming,510,64,Sports,DIY,Fair,34.714059709477596,No,Mobile,Low,10,No
2495,19,Other,Germany,Music,584,94,Sports,Science,Good,84.13595989593323,Yes,Mobile,High,6,Yes
2496,13,Other,Germany,Education,85,56,Sports,DIY,Excellent,3.5302254514069653,No,Smart TV,High,4,No
2497,56,Female,Canada,Entertainment,325,98,Technology,Science,Fair,97.47369472575073,Yes,Mobile,Medium,6,Yes
2498,57,Other,Russia,Education,382,82,Sports,Travel,Poor,64.81795582653734,No,Smart TV,High,7,No
2499,54,Female,United States,Music,90,12,Technology,Science,Excellent,43.24833881994421,Yes,Laptop,Low,4,No
2500,59,Female,Germany,Gaming,80,35,Sports,Travel,Good,62.80545311504252,Yes,Tablet,High,8,Yes
2501,25,Female,Canada,Entertainment,80,71,Fashion,Science,Fair,12.27409464589828,No,Tablet,Medium,5,No
2502,34,Other,Russia,Education,55,89,Fashion,Cooking,Good,51.40524552935476,No,Tablet,Low,3,No
2503,33,Female,Germany,Gaming,56,6,Fashion,DIY,Poor,98.50955233397977,No,Laptop,Medium,2,No
2504,34,Other,Russia,Music,431,65,Technology,Travel,Good,23.526943784670685,No,Smart TV,High,1,No
2505,40,Other,Germany,Entertainment,158,80,Fashion,DIY,Poor,72.22780990363495,No,Smart TV,Medium,4,No
2506,21,Male,Germany,Gaming,139,60,Comedy,Science,Poor,43.497137583170066,Yes,Smart TV,Medium,2,Yes
2507,38,Male,Russia,Music,465,68,Sports,Science,Excellent,65.24581484879536,Yes,Mobile,High,3,No
2508,21,Female,United States,Entertainment,514,29,Technology,DIY,Poor,20.488722869177543,Yes,Tablet,Medium,1,Yes
2509,27,Female,Russia,Education,253,38,Technology,Cooking,Good,47.04649826176024,Yes,Smart TV,High,6,No
2510,22,Other,Canada,Gaming,483,92,Technology,Cooking,Excellent,98.0092713859275,No,Smart TV,Low,4,No
2511,36,Female,Germany,Music,391,22,Fashion,DIY,Poor,19.52871510160096,No,Laptop,Medium,5,Yes
2512,54,Female,Russia,Education,112,8,Comedy,Cooking,Fair,63.64450278487571,Yes,Smart TV,Low,8,No
2513,20,Other,Russia,Entertainment,498,63,Technology,Science,Fair,57.55977487667954,Yes,Tablet,High,4,No
2514,36,Female,Germany,Gaming,46,96,Sports,DIY,Poor,56.50515862904033,No,Smart TV,High,6,No
2515,28,Female,Germany,Music,558,97,Sports,DIY,Excellent,61.512328965161714,No,Laptop,Medium,3,Yes
2516,61,Other,Russia,Gaming,529,13,Comedy,DIY,Excellent,50.22379736882281,No,Tablet,Medium,8,Yes
2517,38,Other,United States,Education,342,27,Sports,DIY,Excellent,1.6930750257658,No,Mobile,High,3,No
2518,39,Male,Germany,Education,406,18,Comedy,Cooking,Good,90.00968114631178,No,Smart TV,High,7,Yes
2519,49,Other,Russia,Music,305,18,Sports,Cooking,Fair,82.69788274840309,Yes,Smart TV,Low,7,No
2520,16,Male,Canada,Gaming,116,77,Comedy,Travel,Poor,17.416768092112132,Yes,Smart TV,Low,3,Yes
2521,62,Female,United States,Gaming,539,86,Fashion,Travel,Poor,41.3273177378869,Yes,Smart TV,Medium,3,Yes
2522,36,Other,Canada,Education,92,62,Sports,Travel,Fair,77.0548980693568,Yes,Laptop,Medium,10,Yes
2523,31,Other,Germany,Gaming,297,14,Sports,Science,Good,98.00623153872844,No,Laptop,Medium,10,No
2524,48,Other,Germany,Gaming,470,11,Sports,Travel,Excellent,95.11370464417864,Yes,Tablet,Medium,8,Yes
2525,51,Female,United States,Gaming,224,86,Fashion,DIY,Fair,89.93591996761742,Yes,Laptop,Medium,3,No
2526,22,Male,Germany,Music,290,17,Fashion,Science,Poor,15.837389729913964,Yes,Smart TV,Medium,2,Yes
2527,37,Female,Canada,Education,468,51,Technology,Cooking,Good,91.44751060090049,Yes,Tablet,Medium,5,No
2528,30,Female,Russia,Entertainment,353,96,Technology,Science,Poor,87.84449129510794,Yes,Mobile,Medium,7,No
2529,31,Other,Russia,Music,203,14,Comedy,Science,Excellent,37.69499111663895,No,Tablet,Low,8,Yes
2530,48,Male,Canada,Education,167,57,Technology,DIY,Fair,39.452259453626205,Yes,Smart TV,High,1,Yes
2531,22,Female,Canada,Music,474,93,Sports,Cooking,Excellent,45.990892195516075,Yes,Smart TV,High,2,No
2532,45,Other,Germany,Entertainment,113,6,Fashion,Travel,Good,65.61756309664169,No,Mobile,Medium,7,No
2533,62,Female,Germany,Music,43,57,Fashion,Travel,Fair,26.083561598301575,No,Smart TV,High,9,Yes
2534,17,Female,United States,Music,111,4,Fashion,Travel,Excellent,2.2948429439944684,No,Tablet,Medium,3,Yes
2535,59,Other,Russia,Entertainment,334,11,Fashion,Cooking,Excellent,14.122952459724225,No,Laptop,Low,8,No
2536,61,Other,United States,Gaming,150,74,Comedy,Science,Excellent,44.01159075767737,Yes,Laptop,Medium,10,No
2537,47,Male,Canada,Education,483,92,Technology,DIY,Good,28.200256942620182,No,Tablet,Low,3,No
2538,56,Female,Canada,Entertainment,40,11,Fashion,Cooking,Excellent,76.45165610361319,Yes,Tablet,Low,4,No
2539,46,Other,United States,Music,72,99,Comedy,DIY,Poor,10.669007054927137,No,Tablet,Low,2,Yes
2540,45,Other,United States,Gaming,569,79,Sports,Cooking,Fair,91.74652255548038,Yes,Mobile,Medium,9,Yes
2541,33,Male,Russia,Music,96,8,Technology,Cooking,Fair,89.5327179943911,No,Laptop,Low,5,Yes
2542,29,Male,Canada,Gaming,313,84,Comedy,Cooking,Excellent,90.87568169332881,No,Mobile,Medium,5,Yes
2543,34,Other,United States,Music,70,59,Fashion,Science,Good,73.96099986033266,Yes,Mobile,Low,4,Yes
2544,60,Male,Russia,Education,405,21,Fashion,DIY,Poor,10.69999714835993,Yes,Smart TV,Low,5,Yes
2545,49,Other,Germany,Education,343,65,Fashion,Travel,Poor,43.813757136956674,No,Laptop,High,1,No
2546,27,Female,Germany,Music,420,93,Sports,DIY,Fair,13.140537180546374,Yes,Mobile,Medium,10,Yes
2547,47,Male,Russia,Entertainment,293,24,Technology,Travel,Fair,98.76991927610827,Yes,Tablet,High,10,No
2548,40,Female,United States,Music,475,30,Fashion,DIY,Poor,33.30384233986733,Yes,Tablet,Low,6,Yes
2549,19,Female,Russia,Music,89,99,Technology,Cooking,Fair,58.53305418900621,Yes,Tablet,High,4,Yes
2550,44,Female,Russia,Entertainment,86,97,Sports,Science,Excellent,77.93930542442217,No,Smart TV,Low,4,No
2551,23,Other,United States,Entertainment,549,84,Comedy,Cooking,Poor,92.06160842256455,Yes,Mobile,High,5,Yes
2552,22,Female,Germany,Music,370,57,Technology,Science,Fair,75.554772584136,No,Laptop,High,1,No
2553,21,Female,Russia,Gaming,86,80,Comedy,Cooking,Excellent,67.45037787662376,Yes,Laptop,Medium,4,No
2554,26,Female,Germany,Education,518,73,Technology,Travel,Excellent,46.59817820381513,No,Smart TV,Medium,10,No
2555,25,Other,Russia,Gaming,173,95,Fashion,Travel,Poor,60.5400133750524,No,Tablet,High,3,Yes
2556,37,Female,Canada,Entertainment,18,17,Fashion,Cooking,Excellent,9.416380885282983,No,Tablet,High,5,No
2557,14,Female,United States,Education,184,59,Comedy,DIY,Poor,88.39225419612625,No,Mobile,Medium,10,No
2558,47,Male,Germany,Music,471,31,Technology,Travel,Excellent,54.37773088398854,Yes,Laptop,Low,5,No
2559,19,Other,United States,Education,316,64,Sports,Cooking,Poor,4.01350504349427,Yes,Laptop,Low,8,No
2560,33,Female,Germany,Music,597,48,Technology,Science,Poor,91.99021256598975,No,Tablet,Low,1,No
2561,30,Male,Germany,Music,254,23,Comedy,Science,Poor,48.93019738368687,Yes,Tablet,Low,3,Yes
2562,15,Other,United States,Entertainment,131,70,Technology,Science,Poor,86.85891415610017,Yes,Laptop,High,5,Yes
2563,54,Other,Russia,Gaming,194,30,Technology,Science,Excellent,85.68879542053568,No,Laptop,Low,3,Yes
2564,51,Other,Russia,Entertainment,41,55,Comedy,DIY,Poor,81.57515874571149,Yes,Laptop,High,6,No
2565,53,Other,Canada,Entertainment,578,7,Comedy,DIY,Fair,6.140301929535608,Yes,Mobile,High,10,Yes
2566,61,Other,Germany,Education,319,75,Comedy,DIY,Excellent,24.706664542420885,Yes,Mobile,Low,3,Yes
2567,23,Other,United States,Gaming,381,98,Technology,Cooking,Poor,87.55478724654307,Yes,Tablet,Low,6,No
2568,51,Female,Germany,Gaming,65,12,Comedy,Travel,Excellent,89.89910560520939,No,Smart TV,Low,8,No
2569,36,Female,Russia,Gaming,282,60,Comedy,Science,Excellent,45.80688623688061,No,Tablet,Medium,4,Yes
2570,58,Female,United States,Gaming,473,52,Sports,Travel,Excellent,44.004146765420224,Yes,Laptop,High,8,Yes
2571,31,Female,United States,Education,465,27,Sports,Cooking,Excellent,17.514063388614975,No,Smart TV,Low,7,Yes
2572,16,Male,Germany,Education,258,12,Sports,Travel,Poor,96.84107886911512,No,Mobile,Medium,4,No
2573,38,Female,Canada,Entertainment,87,13,Comedy,Travel,Excellent,21.31384753590432,No,Tablet,High,3,Yes
2574,50,Other,Russia,Entertainment,543,72,Comedy,Travel,Fair,19.093678435076555,No,Mobile,High,5,Yes
2575,54,Female,Russia,Gaming,117,80,Sports,DIY,Excellent,66.07289701491743,Yes,Smart TV,High,5,Yes
2576,44,Female,Germany,Entertainment,282,62,Fashion,Cooking,Excellent,24.284430300044768,Yes,Mobile,Low,7,Yes
2577,51,Other,Germany,Education,24,29,Fashion,Cooking,Fair,93.87716110143897,Yes,Laptop,Low,1,No
2578,57,Female,Canada,Entertainment,379,35,Sports,Cooking,Poor,1.090699531779482,No,Laptop,High,9,Yes
2579,58,Female,Russia,Music,313,60,Sports,Travel,Fair,0.5753262323301311,Yes,Mobile,High,2,No
2580,48,Female,Canada,Entertainment,214,29,Fashion,DIY,Good,50.487680143559956,Yes,Tablet,Medium,9,Yes
2581,52,Male,United States,Education,122,31,Sports,Science,Fair,48.8062459913472,Yes,Laptop,Medium,9,No
2582,49,Female,United States,Gaming,262,77,Comedy,DIY,Poor,16.33640219009105,No,Smart TV,High,3,Yes
2583,45,Other,Canada,Music,450,76,Sports,Science,Fair,49.451956297028445,Yes,Tablet,Medium,7,Yes
2584,48,Other,Canada,Music,195,61,Technology,Travel,Excellent,41.16611051699864,No,Mobile,High,3,No
2585,15,Female,Germany,Music,236,2,Fashion,DIY,Poor,89.03295253423687,No,Smart TV,Medium,8,Yes
2586,21,Female,Russia,Entertainment,537,33,Comedy,DIY,Good,0.9253920216963474,No,Mobile,High,8,Yes
2587,20,Female,Russia,Entertainment,363,72,Fashion,Science,Poor,97.62698050329523,No,Tablet,Low,3,No
