Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Ennum Ezhuthum,Education,1232,1,3,5,2,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,18-30,Male,Unemployed,High School,Medium,Rural,3,3,4,2032-08-12,Online
Makkalai Thedi Maruthuvam,Women Empowerment,2260,4,2,2,4,Satisfied with the welfare program; could improve ease of access.,Salem,41-50,Male,Homemaker,Graduate,Medium,Urban,3,3,5,2032-08-13,Phone
Free Sanitary Napkin Scheme,Women Empowerment,2623,1,3,4,4,The scheme has significantly helped in accessing healthcare facilities.,Trichy,18-30,Other,Professional,Graduate,Medium,Urban,4,1,3,2032-08-14,In-person
Free DTH Scheme,Agriculture,1009,3,3,4,1,The education scheme needs improvement in terms of infrastructure.,Chennai,41-50,Female,Student,Graduate,Medium,Rural,4,3,3,2032-08-15,In-person
Nehru Trophy for School Education,Social Welfare,2436,2,5,1,4,The education scheme needs improvement in terms of infrastructure.,Salem,51-60,Female,Professional,Doctorate,Low,Urban,2,5,4,2032-08-16,In-person
Uzhavar Naal Scheme,Education,548,1,5,2,4,The women empowerment scheme needs more promotion in rural areas.,Madurai,41-50,Female,Business,Graduate,High,Rural,3,2,5,2032-08-17,Online
Pensión de Viudedad,Women Empowerment,1458,2,1,1,3,The agricultural scheme provided necessary aid in tough times.,Trichy,51-60,Female,Student,Doctorate,Low,Rural,5,3,2,2032-08-18,Phone
Nehru Trophy for School Education,Education,4310,2,1,2,4,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,31-40,Female,Homemaker,Graduate,High,Urban,5,1,5,2032-08-19,Phone
Wage Protection Scheme,Agriculture,3273,4,2,2,3,Satisfied with the welfare program; could improve ease of access.,Coimbatore,61+,Male,Business,Graduate,Low,Urban,1,3,2,2032-08-20,Phone
Uzhavar Naal Scheme,Healthcare,4970,1,3,1,5,The women empowerment scheme needs more promotion in rural areas.,Madurai,31-40,Female,Unemployed,High School,Low,Urban,4,1,3,2032-08-21,Phone
Pensión de Viudedad,Women Empowerment,3620,1,5,3,4,The education scheme needs improvement in terms of infrastructure.,Salem,18-30,Male,Professional,Graduate,Low,Urban,5,2,1,2032-08-22,Phone
Kalaignar Health Insurance,Social Welfare,4254,4,3,1,4,Satisfied with the welfare program; could improve ease of access.,Coimbatore,51-60,Female,Homemaker,Postgraduate,Medium,Rural,2,5,2,2032-08-23,Phone
Pensión de Viudedad,Women Empowerment,4317,3,1,5,1,The education scheme needs improvement in terms of infrastructure.,Chennai,51-60,Female,Business,High School,Low,Urban,1,3,4,2032-08-24,Online
Climate Resilient Agriculture Scheme,Social Welfare,873,1,3,1,2,The education scheme needs improvement in terms of infrastructure.,Trichy,31-40,Other,Student,Postgraduate,High,Urban,1,2,4,2032-08-25,Online
Nehru Trophy for School Education,Social Welfare,1409,2,3,1,1,Satisfied with the welfare program; could improve ease of access.,Chennai,41-50,Male,Professional,Postgraduate,Low,Urban,5,1,3,2032-08-26,Online
Organic Farming Mission,Agriculture,4008,5,5,2,2,Good initiative but awareness needs to be increased.,Chennai,51-60,Female,Professional,Graduate,Medium,Rural,3,3,3,2032-08-27,Online
Uzhavar Naal Scheme,Healthcare,2591,5,3,1,1,Good initiative but awareness needs to be increased.,Coimbatore,51-60,Female,Unemployed,Postgraduate,Low,Urban,2,3,4,2032-08-28,In-person
Free Laptop Scheme,Women Empowerment,2996,2,5,3,5,Good initiative but awareness needs to be increased.,Madurai,18-30,Female,Unemployed,Postgraduate,Medium,Rural,1,2,1,2032-08-29,Online
Organic Farming Mission,Education,748,2,1,1,5,The education scheme needs improvement in terms of infrastructure.,Trichy,18-30,Female,Homemaker,High School,Low,Urban,4,5,3,2032-08-30,Online
Organic Farming Mission,Education,2312,1,4,5,4,Good initiative but awareness needs to be increased.,Chennai,31-40,Female,Homemaker,Doctorate,High,Rural,4,3,1,2032-08-31,In-person
Nehru Trophy for School Education,Healthcare,1523,3,1,3,3,Good initiative but awareness needs to be increased.,Chennai,41-50,Female,Unemployed,Graduate,Low,Urban,3,3,5,2032-09-01,In-person
Free Sanitary Napkin Scheme,Healthcare,4942,3,3,4,1,The women empowerment scheme needs more promotion in rural areas.,Trichy,61+,Female,Unemployed,Doctorate,Medium,Urban,2,1,3,2032-09-02,In-person
Organic Farming Mission,Women Empowerment,954,1,1,1,5,The scheme has significantly helped in accessing healthcare facilities.,Salem,18-30,Male,Business,Graduate,Low,Urban,3,5,5,2032-09-03,Online
Pensión de Viudedad,Agriculture,3287,4,4,2,2,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,31-40,Other,Unemployed,Graduate,High,Urban,4,4,2,2032-09-04,Phone
Kalaignar Health Insurance,Education,1147,5,3,3,2,The scheme has significantly helped in accessing healthcare facilities.,Salem,41-50,Female,Unemployed,Doctorate,Low,Rural,4,5,1,2032-09-05,In-person
Organic Farming Mission,Education,2481,2,3,4,2,Satisfied with the welfare program; could improve ease of access.,Chennai,61+,Other,Business,Graduate,Low,Rural,1,2,1,2032-09-06,Online
Wage Protection Scheme,Agriculture,611,3,3,5,4,Good initiative but awareness needs to be increased.,Chennai,51-60,Male,Unemployed,Doctorate,Low,Urban,5,1,5,2032-09-07,In-person
Naan Mudhalvan Scheme,Women Empowerment,4766,4,5,5,5,Good initiative but awareness needs to be increased.,Coimbatore,61+,Female,Student,Graduate,Low,Urban,2,2,4,2032-09-08,In-person
Pensión de Viudedad,Education,191,5,3,3,3,The scheme has significantly helped in accessing healthcare facilities.,Trichy,31-40,Other,Unemployed,Doctorate,Low,Rural,3,2,4,2032-09-09,Online
Pensión de Viudedad,Healthcare,1218,2,3,4,3,The agricultural scheme provided necessary aid in tough times.,Chennai,41-50,Female,Professional,Postgraduate,Medium,Urban,5,1,5,2032-09-10,Online
Free Laptop Scheme,Education,3341,1,3,5,5,The agricultural scheme provided necessary aid in tough times.,Chennai,61+,Female,Unemployed,High School,Medium,Rural,5,1,1,2032-09-11,In-person
Nehru Trophy for School Education,Healthcare,3206,4,3,3,5,The women empowerment scheme needs more promotion in rural areas.,Madurai,41-50,Male,Professional,Postgraduate,Low,Rural,2,5,5,2032-09-12,Online
Free DTH Scheme,Healthcare,3951,2,3,3,4,The education scheme needs improvement in terms of infrastructure.,Trichy,51-60,Female,Unemployed,Graduate,Low,Urban,3,5,5,2032-09-13,Online
Organic Farming Mission,Social Welfare,794,1,3,2,1,The scheme has significantly helped in accessing healthcare facilities.,Chennai,41-50,Other,Student,High School,Medium,Urban,3,3,3,2032-09-14,In-person
Kalaignar Health Insurance,Healthcare,147,2,3,2,2,The education scheme needs improvement in terms of infrastructure.,Madurai,51-60,Other,Student,High School,Medium,Urban,5,5,2,2032-09-15,Online
Amma Unavagam Scheme,Women Empowerment,1663,1,2,1,4,The women empowerment scheme needs more promotion in rural areas.,Salem,18-30,Female,Professional,Graduate,Medium,Rural,2,4,3,2032-09-16,Online
Wage Protection Scheme,Education,1717,1,2,3,5,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,41-50,Male,Homemaker,Doctorate,High,Urban,2,4,3,2032-09-17,Phone
Organic Farming Mission,Social Welfare,957,5,1,5,5,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,31-40,Female,Professional,Postgraduate,Low,Urban,4,4,3,2032-09-18,In-person
Wage Protection Scheme,Women Empowerment,2720,4,1,1,4,The women empowerment scheme needs more promotion in rural areas.,Salem,18-30,Other,Unemployed,Doctorate,Medium,Urban,2,4,2,2032-09-19,In-person
Pensión de Viudedad,Women Empowerment,3239,3,3,1,3,The education scheme needs improvement in terms of infrastructure.,Coimbatore,18-30,Other,Business,High School,Low,Rural,4,4,5,2032-09-20,In-person
Organic Farming Mission,Agriculture,3771,5,3,5,1,The scheme has significantly helped in accessing healthcare facilities.,Trichy,18-30,Female,Business,Postgraduate,Low,Rural,2,2,4,2032-09-21,Online
Wage Protection Scheme,Social Welfare,1845,3,3,5,4,The agricultural scheme provided necessary aid in tough times.,Chennai,51-60,Other,Professional,Graduate,Low,Rural,3,4,2,2032-09-22,In-person
Nehru Trophy for School Education,Healthcare,434,5,1,3,5,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,41-50,Female,Professional,Doctorate,Medium,Urban,5,4,2,2032-09-23,Phone
Nehru Trophy for School Education,Education,1569,1,5,1,4,Good initiative but awareness needs to be increased.,Chennai,31-40,Male,Professional,High School,Low,Urban,5,3,1,2032-09-24,In-person
Uzhavar Naal Scheme,Social Welfare,3270,5,1,4,5,The education scheme needs improvement in terms of infrastructure.,Chennai,41-50,Female,Student,Postgraduate,Low,Rural,1,3,4,2032-09-25,Phone
Pensión de Viudedad,Social Welfare,921,1,3,4,1,The agricultural scheme provided necessary aid in tough times.,Coimbatore,51-60,Other,Student,High School,High,Urban,5,2,1,2032-09-26,In-person
Organic Farming Mission,Women Empowerment,4231,4,4,3,3,Good initiative but awareness needs to be increased.,Coimbatore,61+,Female,Professional,Doctorate,High,Urban,4,2,4,2032-09-27,Phone
Organic Farming Mission,Education,4764,2,2,3,5,The agricultural scheme provided necessary aid in tough times.,Coimbatore,31-40,Other,Unemployed,Doctorate,Low,Rural,4,1,5,2032-09-28,Phone
Organic Farming Mission,Social Welfare,2761,1,4,5,2,The education scheme needs improvement in terms of infrastructure.,Chennai,31-40,Female,Professional,Graduate,Medium,Urban,3,3,3,2032-09-29,In-person
Organic Farming Mission,Healthcare,4949,3,1,5,5,Satisfied with the welfare program; could improve ease of access.,Madurai,31-40,Female,Professional,Postgraduate,Low,Urban,1,2,3,2032-09-30,Phone
Ennum Ezhuthum,Social Welfare,1307,1,5,3,2,The agricultural scheme provided necessary aid in tough times.,Trichy,31-40,Male,Professional,Postgraduate,Low,Urban,2,5,5,2032-10-01,In-person
Pensión de Viudedad,Education,2620,1,4,4,1,Good initiative but awareness needs to be increased.,Chennai,18-30,Female,Homemaker,Graduate,High,Rural,3,1,1,2032-10-02,In-person
Amma Free Clinics,Healthcare,4309,3,4,1,5,Satisfied with the welfare program; could improve ease of access.,Coimbatore,61+,Female,Professional,Graduate,Low,Urban,3,1,1,2032-10-03,In-person
Pensión de Viudedad,Women Empowerment,893,1,2,2,5,The education scheme needs improvement in terms of infrastructure.,Salem,18-30,Male,Homemaker,Postgraduate,Low,Urban,3,3,1,2032-10-04,In-person
Free Laptop Scheme,Education,2885,1,1,1,4,Good initiative but awareness needs to be increased.,Salem,18-30,Other,Homemaker,Postgraduate,Low,Urban,1,4,2,2032-10-05,In-person
Wage Protection Scheme,Healthcare,553,3,5,2,3,The women empowerment scheme needs more promotion in rural areas.,Trichy,51-60,Male,Business,Doctorate,Low,Urban,1,5,2,2032-10-06,In-person
Uzhavar Naal Scheme,Healthcare,605,2,1,2,3,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,18-30,Male,Student,Doctorate,High,Urban,2,2,1,2032-10-07,Online
Pensión de Viudedad,Agriculture,4204,4,1,4,2,The education scheme needs improvement in terms of infrastructure.,Coimbatore,18-30,Female,Homemaker,Postgraduate,Medium,Rural,1,3,5,2032-10-08,Phone
Wage Protection Scheme,Women Empowerment,608,1,5,4,5,The agricultural scheme provided necessary aid in tough times.,Madurai,31-40,Male,Professional,Postgraduate,Low,Rural,2,5,4,2032-10-09,Online
Free Sanitary Napkin Scheme,Healthcare,3525,1,2,1,2,The scheme has significantly helped in accessing healthcare facilities.,Chennai,61+,Male,Business,High School,High,Rural,5,3,2,2032-10-10,In-person
Uzhavar Naal Scheme,Agriculture,983,2,3,3,2,The education scheme needs improvement in terms of infrastructure.,Chennai,18-30,Male,Student,Doctorate,Low,Urban,4,4,1,2032-10-11,Phone
Uzhavar Naal Scheme,Healthcare,2364,2,4,4,3,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,61+,Male,Student,Graduate,Low,Urban,1,3,1,2032-10-12,In-person
Pensión de Viudedad,Social Welfare,159,4,1,1,2,The scheme has significantly helped in accessing healthcare facilities.,Chennai,61+,Female,Homemaker,Postgraduate,Low,Urban,5,3,5,2032-10-13,In-person
Wage Protection Scheme,Women Empowerment,244,1,5,5,4,The women empowerment scheme needs more promotion in rural areas.,Chennai,18-30,Female,Homemaker,Postgraduate,Low,Urban,1,1,3,2032-10-14,Online
Wage Protection Scheme,Healthcare,2393,4,3,4,5,Satisfied with the welfare program; could improve ease of access.,Salem,18-30,Female,Unemployed,High School,Low,Urban,2,1,4,2032-10-15,Online
Organic Farming Mission,Agriculture,3795,2,1,4,1,The scheme has significantly helped in accessing healthcare facilities.,Trichy,31-40,Female,Unemployed,High School,Medium,Rural,1,1,2,2032-10-16,Online
Amma Free Clinics,Women Empowerment,3017,2,4,5,4,The education scheme needs improvement in terms of infrastructure.,Trichy,18-30,Male,Unemployed,Graduate,Low,Rural,4,2,2,2032-10-17,Online
Organic Farming Mission,Education,2465,1,4,5,2,Good initiative but awareness needs to be increased.,Coimbatore,18-30,Male,Student,Graduate,Low,Urban,2,3,3,2032-10-18,Online
Wage Protection Scheme,Healthcare,1002,3,1,2,2,The scheme has significantly helped in accessing healthcare facilities.,Trichy,41-50,Male,Business,Graduate,Low,Rural,3,2,5,2032-10-19,Online
Pensión de Viudedad,Women Empowerment,2035,5,1,2,4,Satisfied with the welfare program; could improve ease of access.,Chennai,31-40,Male,Homemaker,Graduate,Low,Rural,4,5,5,2032-10-20,Phone
Wage Protection Scheme,Women Empowerment,4303,2,3,2,2,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Male,Unemployed,High School,Low,Rural,2,2,5,2032-10-21,Online
Uzhavar Naal Scheme,Education,1837,1,4,1,5,Satisfied with the welfare program; could improve ease of access.,Chennai,31-40,Other,Professional,Doctorate,Low,Urban,4,4,3,2032-10-22,Phone
Uzhavar Naal Scheme,Education,1923,3,5,2,1,Good initiative but awareness needs to be increased.,Chennai,61+,Male,Professional,Postgraduate,Medium,Rural,1,5,3,2032-10-23,Phone
Pensión de Viudedad,Social Welfare,2790,4,1,2,2,The agricultural scheme provided necessary aid in tough times.,Chennai,41-50,Male,Unemployed,Postgraduate,Low,Urban,2,2,2,2032-10-24,In-person
Kalaignar Health Insurance,Agriculture,4184,4,5,4,5,The agricultural scheme provided necessary aid in tough times.,Coimbatore,41-50,Female,Unemployed,High School,Medium,Urban,1,3,2,2032-10-25,Phone
Nehru Trophy for School Education,Agriculture,2682,4,3,5,3,The education scheme needs improvement in terms of infrastructure.,Coimbatore,51-60,Female,Student,Graduate,Low,Urban,4,2,4,2032-10-26,In-person
Pensión de Viudedad,Women Empowerment,4582,3,1,1,1,The education scheme needs improvement in terms of infrastructure.,Coimbatore,18-30,Female,Professional,Postgraduate,Medium,Rural,4,3,1,2032-10-27,Phone
Organic Farming Mission,Social Welfare,378,5,2,5,3,The women empowerment scheme needs more promotion in rural areas.,Chennai,31-40,Male,Unemployed,Postgraduate,Low,Urban,3,5,1,2032-10-28,In-person
Nehru Trophy for School Education,Education,1385,3,2,2,2,The scheme has significantly helped in accessing healthcare facilities.,Trichy,31-40,Female,Business,Doctorate,Medium,Rural,4,5,4,2032-10-29,Phone
Organic Farming Mission,Social Welfare,2657,3,5,3,3,The education scheme needs improvement in terms of infrastructure.,Chennai,41-50,Other,Unemployed,High School,Medium,Urban,2,5,1,2032-10-30,In-person
Organic Farming Mission,Social Welfare,1638,2,1,2,3,Good initiative but awareness needs to be increased.,Salem,31-40,Female,Homemaker,Graduate,Low,Urban,3,4,5,2032-10-31,Phone
Ennum Ezhuthum,Social Welfare,3542,1,5,2,5,The women empowerment scheme needs more promotion in rural areas.,Trichy,51-60,Male,Unemployed,Graduate,Low,Urban,1,3,2,2032-11-01,Online
Wage Protection Scheme,Women Empowerment,3363,3,4,2,4,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,31-40,Male,Homemaker,Postgraduate,Medium,Urban,4,2,5,2032-11-02,In-person
Organic Farming Mission,Women Empowerment,2141,4,3,2,5,The education scheme needs improvement in terms of infrastructure.,Salem,41-50,Other,Professional,Postgraduate,Medium,Urban,4,2,2,2032-11-03,In-person
Naan Mudhalvan Scheme,Social Welfare,982,2,1,5,5,The agricultural scheme provided necessary aid in tough times.,Salem,18-30,Female,Student,Graduate,Low,Rural,2,1,1,2032-11-04,Phone
Pensión de Viudedad,Women Empowerment,4965,4,2,1,3,The agricultural scheme provided necessary aid in tough times.,Coimbatore,51-60,Female,Student,Postgraduate,High,Urban,3,2,4,2032-11-05,Phone
Free Laptop Scheme,Healthcare,4655,1,5,4,2,The agricultural scheme provided necessary aid in tough times.,Coimbatore,41-50,Other,Student,Graduate,High,Urban,5,5,2,2032-11-06,Phone
Pensión de Viudedad,Healthcare,3592,2,2,4,4,The women empowerment scheme needs more promotion in rural areas.,Chennai,51-60,Female,Business,Doctorate,Medium,Urban,2,2,4,2032-11-07,Online
Ennum Ezhuthum,Agriculture,1128,1,5,2,3,The education scheme needs improvement in terms of infrastructure.,Chennai,51-60,Other,Business,Postgraduate,Medium,Urban,4,5,1,2032-11-08,Phone
Organic Farming Mission,Women Empowerment,380,3,2,2,1,The education scheme needs improvement in terms of infrastructure.,Madurai,18-30,Female,Homemaker,Postgraduate,Low,Urban,1,5,4,2032-11-09,In-person
Uzhavar Naal Scheme,Education,3324,2,3,3,2,The education scheme needs improvement in terms of infrastructure.,Chennai,61+,Other,Unemployed,Doctorate,Low,Urban,4,2,2,2032-11-10,Online
Wage Protection Scheme,Healthcare,3601,1,1,3,4,Satisfied with the welfare program; could improve ease of access.,Chennai,18-30,Other,Unemployed,Doctorate,Low,Rural,2,4,2,2032-11-11,In-person
Pensión de Viudedad,Agriculture,1177,4,4,4,3,Satisfied with the welfare program; could improve ease of access.,Coimbatore,41-50,Female,Business,Graduate,High,Rural,5,3,2,2032-11-12,Online
Free Sanitary Napkin Scheme,Social Welfare,3681,3,3,1,1,Satisfied with the welfare program; could improve ease of access.,Madurai,31-40,Female,Student,Graduate,Medium,Urban,3,1,5,2032-11-13,Online
Pensión de Viudedad,Healthcare,4963,2,4,2,3,Satisfied with the welfare program; could improve ease of access.,Madurai,18-30,Male,Unemployed,Postgraduate,Low,Rural,2,2,1,2032-11-14,Online
Amma Free Clinics,Social Welfare,1674,3,5,5,2,The scheme has significantly helped in accessing healthcare facilities.,Chennai,18-30,Male,Student,High School,High,Urban,3,1,3,2032-11-15,In-person
Organic Farming Mission,Social Welfare,4100,2,3,4,2,Good initiative but awareness needs to be increased.,Coimbatore,18-30,Male,Professional,Doctorate,Low,Rural,4,2,1,2032-11-16,Online
Transgender Welfare Board,Education,3181,2,4,3,2,Good initiative but awareness needs to be increased.,Chennai,41-50,Other,Business,Graduate,Low,Rural,4,5,1,2032-11-17,Phone
Kalaignar Health Insurance,Women Empowerment,1412,5,4,1,5,Good initiative but awareness needs to be increased.,Coimbatore,51-60,Female,Business,Postgraduate,Low,Rural,3,2,2,2032-11-18,Online
Organic Farming Mission,Social Welfare,1860,2,2,5,2,Good initiative but awareness needs to be increased.,Trichy,61+,Other,Unemployed,Doctorate,Low,Urban,3,2,5,2032-11-19,Online
Makkalai Thedi Maruthuvam,Healthcare,2461,1,5,1,4,Good initiative but awareness needs to be increased.,Madurai,61+,Male,Professional,Postgraduate,Medium,Urban,2,5,3,2032-11-20,In-person
Wage Protection Scheme,Agriculture,1290,1,5,1,3,The education scheme needs improvement in terms of infrastructure.,Trichy,31-40,Female,Professional,Postgraduate,Medium,Rural,2,5,3,2032-11-21,Phone
Organic Farming Mission,Social Welfare,376,1,2,4,2,The agricultural scheme provided necessary aid in tough times.,Coimbatore,61+,Male,Business,Doctorate,Low,Rural,3,2,5,2032-11-22,Online
Amma Unavagam Scheme,Education,4556,3,5,1,3,The scheme has significantly helped in accessing healthcare facilities.,Chennai,18-30,Other,Business,Graduate,Low,Rural,1,4,4,2032-11-23,Phone
Nehru Trophy for School Education,Healthcare,594,5,3,3,5,The agricultural scheme provided necessary aid in tough times.,Trichy,51-60,Female,Student,Graduate,High,Urban,3,4,5,2032-11-24,Phone
Green Tamil Nadu Mission,Healthcare,256,1,5,1,5,Good initiative but awareness needs to be increased.,Chennai,31-40,Male,Homemaker,High School,High,Urban,3,1,2,2032-11-25,In-person
Pensión de Viudedad,Education,4803,4,2,1,4,The scheme has significantly helped in accessing healthcare facilities.,Madurai,61+,Male,Professional,Graduate,Medium,Urban,4,5,2,2032-11-26,Online
Organic Farming Mission,Healthcare,1073,3,1,2,2,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,51-60,Female,Student,Postgraduate,Medium,Urban,4,1,3,2032-11-27,Phone
Climate Resilient Agriculture Scheme,Healthcare,3921,5,1,3,4,The women empowerment scheme needs more promotion in rural areas.,Trichy,51-60,Female,Business,Postgraduate,Low,Urban,5,4,1,2032-11-28,Phone
Kalaignar Health Insurance,Social Welfare,4933,3,2,4,3,The education scheme needs improvement in terms of infrastructure.,Trichy,31-40,Female,Business,High School,Low,Urban,2,1,4,2032-11-29,Phone
Free Laptop Scheme,Healthcare,1881,5,3,3,3,The women empowerment scheme needs more promotion in rural areas.,Salem,18-30,Other,Student,Postgraduate,Medium,Rural,3,2,1,2032-11-30,Phone
Nehru Trophy for School Education,Healthcare,1822,3,4,5,5,The education scheme needs improvement in terms of infrastructure.,Trichy,31-40,Female,Unemployed,Postgraduate,Medium,Urban,1,4,5,2032-12-01,Phone
Pensión de Viudedad,Agriculture,2777,3,4,1,5,Satisfied with the welfare program; could improve ease of access.,Chennai,41-50,Female,Homemaker,Doctorate,High,Urban,2,4,5,2032-12-02,Phone
Kalaignar Health Insurance,Social Welfare,2516,1,2,2,5,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,61+,Female,Business,Postgraduate,High,Urban,4,2,5,2032-12-03,Phone
Organic Farming Mission,Healthcare,4413,1,1,1,3,The women empowerment scheme needs more promotion in rural areas.,Trichy,61+,Male,Unemployed,Doctorate,Medium,Urban,1,1,2,2032-12-04,Online
Organic Farming Mission,Healthcare,2133,1,3,2,4,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,31-40,Male,Student,Doctorate,Low,Rural,2,1,3,2032-12-05,Phone
Organic Farming Mission,Education,830,4,4,2,4,Good initiative but awareness needs to be increased.,Madurai,18-30,Female,Student,Postgraduate,Medium,Rural,2,5,3,2032-12-06,Online
Free DTH Scheme,Agriculture,2205,2,5,2,3,Satisfied with the welfare program; could improve ease of access.,Chennai,51-60,Female,Homemaker,Graduate,Medium,Urban,3,5,4,2032-12-07,Online
Climate Resilient Agriculture Scheme,Social Welfare,612,2,5,5,2,The education scheme needs improvement in terms of infrastructure.,Madurai,61+,Male,Student,Postgraduate,Low,Rural,2,4,5,2032-12-08,Online
Wage Protection Scheme,Women Empowerment,1953,5,1,4,4,Good initiative but awareness needs to be increased.,Coimbatore,51-60,Male,Professional,High School,Medium,Urban,3,4,5,2032-12-09,Phone
Organic Farming Mission,Education,3585,4,1,3,4,Good initiative but awareness needs to be increased.,Chennai,18-30,Other,Business,Graduate,Low,Urban,5,4,5,2032-12-10,Online
Organic Farming Mission,Healthcare,1611,5,3,4,2,Good initiative but awareness needs to be increased.,Salem,18-30,Male,Homemaker,Postgraduate,Low,Urban,4,1,2,2032-12-11,In-person
Organic Farming Mission,Healthcare,4029,5,1,2,5,The agricultural scheme provided necessary aid in tough times.,Chennai,61+,Female,Professional,High School,Low,Urban,4,5,5,2032-12-12,Online
Pensión de Viudedad,Women Empowerment,3473,4,1,3,3,The agricultural scheme provided necessary aid in tough times.,Madurai,61+,Male,Professional,Graduate,Low,Rural,2,1,4,2032-12-13,In-person
Pensión de Viudedad,Education,2685,4,1,4,3,The education scheme needs improvement in terms of infrastructure.,Madurai,18-30,Female,Student,Doctorate,Low,Urban,5,2,4,2032-12-14,Phone
Ennum Ezhuthum,Agriculture,3040,4,5,1,5,The women empowerment scheme needs more promotion in rural areas.,Salem,41-50,Other,Business,Graduate,Low,Urban,2,2,4,2032-12-15,Online
Nehru Trophy for School Education,Agriculture,4444,2,3,5,1,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Female,Professional,Postgraduate,Low,Urban,3,3,3,2032-12-16,Online
Nehru Trophy for School Education,Healthcare,1067,5,4,1,4,Satisfied with the welfare program; could improve ease of access.,Trichy,31-40,Female,Homemaker,Doctorate,Low,Rural,2,2,2,2032-12-17,Online
Uzhavar Naal Scheme,Education,3072,2,4,4,4,The agricultural scheme provided necessary aid in tough times.,Coimbatore,31-40,Male,Homemaker,High School,Medium,Urban,3,4,5,2032-12-18,In-person
Kalaignar Health Insurance,Agriculture,1443,4,4,3,4,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,51-60,Female,Unemployed,Postgraduate,Medium,Urban,1,4,2,2032-12-19,Phone
Organic Farming Mission,Social Welfare,1747,4,1,1,4,The agricultural scheme provided necessary aid in tough times.,Coimbatore,61+,Female,Professional,Graduate,High,Rural,5,3,1,2032-12-20,In-person
Organic Farming Mission,Women Empowerment,3200,3,2,5,3,Good initiative but awareness needs to be increased.,Trichy,18-30,Male,Student,Doctorate,Medium,Urban,4,1,2,2032-12-21,Phone
Amma Free Clinics,Women Empowerment,4560,3,3,1,1,Satisfied with the welfare program; could improve ease of access.,Salem,41-50,Male,Business,Graduate,Low,Urban,1,5,3,2032-12-22,Online
Nehru Trophy for School Education,Women Empowerment,3528,2,2,3,2,Good initiative but awareness needs to be increased.,Madurai,51-60,Male,Unemployed,Graduate,Low,Urban,4,4,5,2032-12-23,Phone
Pensión de Viudedad,Social Welfare,805,3,4,3,3,The education scheme needs improvement in terms of infrastructure.,Salem,51-60,Female,Homemaker,High School,Low,Urban,2,3,3,2032-12-24,Online
Free DTH Scheme,Women Empowerment,4685,3,5,5,3,The agricultural scheme provided necessary aid in tough times.,Salem,31-40,Other,Homemaker,High School,Low,Rural,1,3,3,2032-12-25,Online
Transgender Welfare Board,Education,603,3,5,3,3,Satisfied with the welfare program; could improve ease of access.,Madurai,41-50,Male,Homemaker,Postgraduate,Medium,Urban,5,2,5,2032-12-26,Phone
Wage Protection Scheme,Education,1517,1,2,2,5,Good initiative but awareness needs to be increased.,Coimbatore,51-60,Other,Unemployed,Doctorate,Medium,Urban,3,2,5,2032-12-27,Online
Uzhavar Naal Scheme,Education,3276,5,1,5,2,The agricultural scheme provided necessary aid in tough times.,Chennai,61+,Other,Unemployed,Doctorate,Medium,Rural,2,5,5,2032-12-28,In-person
Wage Protection Scheme,Education,1701,5,2,5,5,The scheme has significantly helped in accessing healthcare facilities.,Trichy,51-60,Male,Unemployed,Graduate,Medium,Urban,1,5,1,2032-12-29,Phone
Free Laptop Scheme,Women Empowerment,3357,5,1,3,1,Good initiative but awareness needs to be increased.,Salem,51-60,Other,Unemployed,High School,High,Urban,1,4,4,2032-12-30,Online
Organic Farming Mission,Education,2913,5,4,4,5,The education scheme needs improvement in terms of infrastructure.,Chennai,61+,Female,Unemployed,Graduate,Low,Urban,3,5,2,2032-12-31,Phone
Wage Protection Scheme,Agriculture,245,4,1,2,4,Good initiative but awareness needs to be increased.,Trichy,61+,Female,Student,Graduate,Medium,Urban,4,2,5,2033-01-01,Online
Kalaignar Health Insurance,Agriculture,1756,3,2,3,2,The education scheme needs improvement in terms of infrastructure.,Salem,31-40,Female,Homemaker,Postgraduate,Low,Urban,1,1,5,2033-01-02,Phone
Free Laptop Scheme,Social Welfare,691,4,5,5,3,The scheme has significantly helped in accessing healthcare facilities.,Madurai,51-60,Female,Homemaker,Graduate,Medium,Urban,2,1,1,2033-01-03,Phone
