Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Amma Free Clinics,Education,878,5,1,4,5,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Female,Student,Graduate,Low,Urban,2,3,4,2023-07-21 13:08:09.141,Online
Green Tamil Nadu Mission,Education,1072,1,3,2,4,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Service,Primary School,High,Rural,3,3,2,2023-10-19 13:08:09.141,In-person
Nehru Trophy for Excellence in School Education,Education,2910,5,2,4,5,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Other,Homemaker,Primary School,Low,Rural,4,2,5,2023-05-05 13:08:09.141,Online
Makkalai Thedi Maruthuvam,Employment,2223,2,1,3,4,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Female,Homemaker,Primary School,Upper-Middle,Rural,2,5,1,2023-01-07 13:08:09.141,In-person
Nehru Trophy for Excellence in School Education,Employment,698,5,5,3,3,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Male,Business,Postgraduate,Low,Urban,4,2,2,2023-11-12 13:08:09.141,Online
Ennum Ezhuthum,Education,3441,4,2,1,2,This initiative has boosted employment prospects for many in our community.,Chennai,46-60,Female,Unemployed,Primary School,Upper-Middle,Urban,1,5,2,2023-05-06 13:08:09.141,Online
Free DTH Scheme,Health,324,4,2,4,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Female,Student,High School,Middle,Urban,1,3,3,2023-11-30 13:08:09.141,Online
Organic Farming Mission,Health,940,2,1,4,1,The scheme has significantly improved healthcare access in our area.,Chennai,Under 18,Female,Student,Postgraduate,Middle,Rural,4,3,2,2023-06-13 13:08:09.141,In-person
Free DTH Scheme,Employment,1914,2,3,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Above 60,Male,Homemaker,Graduate,Upper-Middle,Urban,1,5,1,2023-10-21 13:08:09.141,Online
Amma Free Clinics,Education,4909,3,2,1,3,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Above 60,Male,Unemployed,Doctorate,Lower-Middle,Rural,3,1,5,2023-10-07 13:08:09.141,Phone
Amma Free Clinics,Health,1206,1,3,1,4,The scheme has positively impacted education opportunities for children.,Chennai,Above 60,Female,Unemployed,High School,Lower-Middle,Rural,3,1,2,2023-07-20 13:08:09.141,Online
Pensión de Viudedad,Infrastructure,224,1,5,4,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,Above 60,Female,Unemployed,High School,Lower-Middle,Rural,2,2,4,2023-08-24 13:08:09.141,In-person
Free Laptop Scheme for College Students,Infrastructure,3346,1,3,5,3,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Other,Homemaker,High School,High,Rural,4,3,4,2023-04-24 13:08:09.141,Phone
Amma Free Clinics,Infrastructure,3031,4,4,4,2,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Female,Service,Postgraduate,High,Urban,2,1,2,2023-10-08 13:08:09.141,Online
Free DTH Scheme,Education,4225,1,3,4,5,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Male,Service,Graduate,Lower-Middle,Urban,3,3,1,2023-10-10 13:08:09.141,Phone
Organic Farming Mission,Employment,3071,3,2,4,3,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Male,Service,Doctorate,Middle,Rural,3,2,5,2023-01-25 13:08:09.141,Phone
Amma Unavagam Scheme,Health,2117,3,3,3,3,The scheme has significantly improved healthcare access in our area.,Coimbatore,18-30,Female,Unemployed,Postgraduate,Lower-Middle,Rural,3,4,5,2023-05-02 13:08:09.141,Online
Free DTH Scheme,Health,2515,1,3,1,5,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Female,Student,High School,Lower-Middle,Rural,5,3,1,2023-01-23 13:08:09.141,Phone
Pensión de Viudedad,Health,4690,2,4,3,3,The scheme has positively impacted education opportunities for children.,Madurai,46-60,Other,Business,Graduate,Middle,Urban,1,4,4,2023-04-01 13:08:09.141,In-person
Pensión de Viudedad,Employment,3196,3,4,5,1,The scheme has positively impacted education opportunities for children.,Tirunelveli,Under 18,Other,Student,Graduate,Lower-Middle,Urban,2,3,4,2023-08-11 13:08:09.141,In-person
Green Tamil Nadu Mission,Health,1709,2,1,2,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Other,Unemployed,Postgraduate,Lower-Middle,Urban,2,5,3,2023-01-25 13:08:09.141,Phone
Uzhavar Naal Scheme,Employment,817,4,2,5,1,The scheme has positively impacted education opportunities for children.,Chennai,31-45,Male,Business,Graduate,Middle,Urban,3,4,2,2023-02-05 13:08:09.141,Phone
Makkalai Thedi Maruthuvam,Education,3661,3,1,1,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Female,Service,High School,Low,Rural,5,5,2,2023-04-16 13:08:09.141,Online
Free Sanitary Napkin Scheme,Infrastructure,1116,2,4,2,3,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Other,Business,Graduate,Upper-Middle,Rural,2,5,4,2023-09-08 13:08:09.141,Online
Kalaignar's Wage Protection Scheme,Health,3665,1,3,5,3,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Female,Student,High School,High,Urban,2,2,2,2023-07-13 13:08:09.141,Phone
Kalaignar's Wage Protection Scheme,Infrastructure,4801,4,4,1,2,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Male,Student,Postgraduate,High,Rural,5,2,1,2023-07-05 13:08:09.141,Online
Pensión de Viudedad,Infrastructure,4570,5,5,5,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Other,Student,High School,Low,Rural,3,1,5,2023-08-19 13:08:09.141,Online
Ennum Ezhuthum,Employment,2060,5,3,2,3,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Female,Homemaker,Primary School,Upper-Middle,Urban,5,4,3,2023-09-03 13:08:09.141,In-person
Tamil Nadu Startup and Innovation Mission,Infrastructure,1148,1,1,2,5,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Female,Homemaker,High School,Lower-Middle,Urban,1,1,1,2023-10-04 13:08:09.141,Online
Amma Unavagam Scheme,Education,1457,4,3,5,4,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Female,Service,Graduate,High,Rural,2,4,1,2023-09-30 13:08:09.141,Online
Pensión de Viudedad,Education,3526,4,5,3,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Male,Business,Primary School,Upper-Middle,Urban,1,2,1,2023-11-20 13:08:09.141,In-person
Green Tamil Nadu Mission,Employment,215,4,4,5,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Under 18,Female,Student,High School,High,Rural,2,2,2,2023-08-05 13:08:09.141,In-person
Free Laptop Scheme for College Students,Employment,2195,4,2,5,5,The scheme has positively impacted education opportunities for children.,Salem,18-30,Female,Service,Doctorate,Low,Rural,1,2,5,2023-08-13 13:08:09.141,In-person
Makkalai Thedi Maruthuvam,Employment,1901,5,2,5,1,This initiative has boosted employment prospects for many in our community.,Madurai,18-30,Other,Business,Graduate,Upper-Middle,Rural,2,4,3,2023-02-14 13:08:09.141,Phone
Transgender Welfare Board,Employment,2246,2,2,3,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Other,Unemployed,Postgraduate,Middle,Rural,3,2,4,2023-07-16 13:08:09.141,Online
Kalaignar's Comprehensive Health Insurance Scheme,Health,1720,4,4,4,1,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Male,Service,Primary School,Lower-Middle,Rural,4,1,1,2023-10-07 13:08:09.141,Online
Transgender Welfare Board,Education,4880,2,2,2,3,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Male,Homemaker,Graduate,High,Rural,5,5,1,2023-01-01 13:08:09.141,In-person
Naan Mudhalvan Scheme,Education,3050,4,5,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,46-60,Other,Business,High School,Lower-Middle,Urban,2,4,1,2023-01-16 13:08:09.141,Phone
Pensión de Viudedad,Health,3892,3,4,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,18-30,Male,Service,Doctorate,Low,Rural,5,5,4,2023-02-15 13:08:09.141,In-person
Organic Farming Mission,Employment,3041,3,2,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Male,Student,Graduate,Middle,Urban,2,1,2,2023-03-24 13:08:09.141,Phone
Nehru Trophy for Excellence in School Education,Employment,1077,3,1,4,1,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Male,Unemployed,Primary School,Low,Rural,4,3,2,2023-09-24 13:08:09.141,In-person
Transgender Welfare Board,Infrastructure,3166,4,4,2,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Male,Service,High School,Middle,Rural,3,2,5,2023-08-02 13:08:09.141,Phone
Free Laptop Scheme for College Students,Health,883,2,4,2,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,18-30,Other,Service,Primary School,Middle,Urban,3,1,2,2023-11-12 13:08:09.141,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Health,340,5,3,3,2,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Above 60,Male,Unemployed,Graduate,High,Urban,5,3,2,2022-12-19 13:08:09.141,In-person
Amma Unavagam Scheme,Education,1653,1,2,3,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,18-30,Male,Homemaker,Doctorate,Low,Urban,4,4,3,2023-01-23 13:08:09.141,Online
Free DTH Scheme,Health,4678,5,1,3,5,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Male,Business,High School,Lower-Middle,Urban,5,1,3,2023-09-27 13:08:09.141,Phone
Ennum Ezhuthum,Employment,1112,4,5,3,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Other,Homemaker,High School,Low,Urban,3,4,2,2023-10-09 13:08:09.141,In-person
Green Tamil Nadu Mission,Health,286,3,4,3,5,The scheme has significantly improved healthcare access in our area.,Madurai,46-60,Male,Student,High School,High,Urban,1,5,3,2023-10-22 13:08:09.141,Phone
Nehru Trophy for Excellence in School Education,Employment,1981,3,5,1,2,The scheme has significantly improved healthcare access in our area.,Salem,31-45,Other,Service,High School,Lower-Middle,Rural,5,5,5,2023-03-06 13:08:09.141,Online
Free Laptop Scheme for College Students,Education,4686,2,5,4,3,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Other,Business,High School,Low,Urban,2,4,2,2023-07-05 13:08:09.141,In-person
Free DTH Scheme,Health,530,4,5,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Male,Business,Graduate,Middle,Urban,3,5,3,2023-06-27 13:08:09.141,Phone
Pensión de Viudedad,Employment,338,5,3,3,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,18-30,Other,Service,Graduate,Lower-Middle,Rural,2,5,4,2023-05-12 13:08:09.141,Phone
Free Laptop Scheme for College Students,Education,2445,4,5,4,5,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,46-60,Other,Homemaker,High School,Low,Urban,4,2,3,2022-12-22 13:08:09.141,Phone
Organic Farming Mission,Employment,175,4,2,5,1,The scheme has significantly improved healthcare access in our area.,Coimbatore,18-30,Other,Business,Primary School,High,Urban,3,4,3,2023-01-25 13:08:09.141,Phone
Naan Mudhalvan Scheme,Health,1456,3,2,2,4,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Male,Student,Doctorate,High,Urban,3,4,4,2023-04-10 13:08:09.142,In-person
Naan Mudhalvan Scheme,Health,2430,5,1,2,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,31-45,Female,Service,Postgraduate,Lower-Middle,Urban,5,3,5,2023-05-24 13:08:09.142,In-person
Naan Mudhalvan Scheme,Employment,4786,1,1,4,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Under 18,Other,Student,Doctorate,High,Urban,5,2,4,2023-04-14 13:08:09.142,Online
Pensión de Viudedad,Infrastructure,2002,3,5,1,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Other,Student,Doctorate,Middle,Urban,2,1,5,2023-10-26 13:08:09.142,Phone
Free DTH Scheme,Health,4113,5,5,1,1,"Overall satisfied, but improvements can be made in ease of access.",Salem,18-30,Other,Homemaker,Doctorate,Middle,Rural,5,2,4,2023-11-30 13:08:09.142,Phone
Tamil Nadu Startup and Innovation Mission,Health,4770,2,3,4,5,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Female,Student,Primary School,High,Urban,1,1,5,2023-02-06 13:08:09.142,In-person
Green Tamil Nadu Mission,Employment,2159,3,5,1,5,The scheme has positively impacted education opportunities for children.,Coimbatore,18-30,Other,Homemaker,Doctorate,Low,Urban,3,4,5,2023-09-04 13:08:09.142,Phone
Free DTH Scheme,Infrastructure,240,2,5,1,5,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,18-30,Other,Service,Doctorate,High,Urban,4,2,1,2023-05-25 13:08:09.142,Online
Tamil Nadu Startup and Innovation Mission,Infrastructure,1889,3,5,2,4,This initiative has boosted employment prospects for many in our community.,Coimbatore,46-60,Male,Unemployed,Primary School,Lower-Middle,Rural,3,3,1,2023-04-05 13:08:09.142,In-person
Free DTH Scheme,Infrastructure,3726,4,4,1,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Other,Unemployed,Doctorate,Middle,Urban,2,5,3,2023-09-22 13:08:09.142,Online
Amma Free Clinics,Education,116,5,4,1,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,46-60,Male,Student,Graduate,Lower-Middle,Rural,5,1,4,2023-02-03 13:08:09.142,Online
Kalaignar's Wage Protection Scheme,Education,4448,2,3,4,5,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Unemployed,Primary School,Middle,Urban,3,5,5,2023-08-02 13:08:09.142,Online
Green Tamil Nadu Mission,Infrastructure,564,3,3,1,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Above 60,Female,Student,Graduate,Lower-Middle,Urban,5,4,1,2023-02-27 13:08:09.142,Online
Ennum Ezhuthum,Employment,4571,2,2,3,3,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Female,Business,High School,Middle,Rural,2,4,3,2023-01-18 13:08:09.142,Phone
Tamil Nadu Startup and Innovation Mission,Health,1927,3,3,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,18-30,Other,Service,Primary School,Low,Urban,5,4,3,2023-11-07 13:08:09.142,In-person
Nehru Trophy for Excellence in School Education,Infrastructure,3128,3,2,4,2,The scheme has positively impacted education opportunities for children.,Chennai,Above 60,Female,Homemaker,Doctorate,Middle,Rural,4,5,3,2023-06-08 13:08:09.142,Online
Tamil Nadu Startup and Innovation Mission,Health,619,1,5,3,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,31-45,Female,Homemaker,Doctorate,Lower-Middle,Urban,2,4,1,2023-07-07 13:08:09.142,Online
Uzhavar Naal Scheme,Health,189,1,3,2,1,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Student,Postgraduate,High,Rural,3,4,2,2023-06-15 13:08:09.142,Online
Climate Resilient Agriculture Scheme,Health,4915,1,3,4,1,This initiative has boosted employment prospects for many in our community.,Chennai,46-60,Female,Unemployed,Primary School,Upper-Middle,Urban,3,5,3,2023-03-03 13:08:09.142,In-person
Nehru Trophy for Excellence in School Education,Infrastructure,2951,2,3,1,2,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Male,Business,Doctorate,Upper-Middle,Urban,4,4,2,2023-05-01 13:08:09.142,Online
Uzhavar Naal Scheme,Infrastructure,2943,4,2,3,3,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Male,Homemaker,Doctorate,Lower-Middle,Rural,1,1,2,2023-04-18 13:08:09.142,In-person
Ennum Ezhuthum,Employment,4825,3,2,2,4,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Male,Student,Postgraduate,Upper-Middle,Urban,5,2,2,2023-06-09 13:08:09.142,Online
Ennum Ezhuthum,Education,1984,5,1,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Other,Service,Postgraduate,Low,Urban,3,1,3,2023-01-06 13:08:09.142,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Education,4271,1,2,4,2,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Other,Unemployed,Postgraduate,Upper-Middle,Urban,4,4,5,2023-09-18 13:08:09.142,Phone
Naan Mudhalvan Scheme,Health,1025,2,2,1,2,The scheme has significantly improved healthcare access in our area.,Chennai,18-30,Other,Business,Graduate,Lower-Middle,Urban,5,4,2,2023-10-19 13:08:09.142,Phone
Free DTH Scheme,Infrastructure,3834,2,4,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Other,Business,Doctorate,Middle,Rural,2,4,1,2023-06-11 13:08:09.142,Phone
Pensión de Viudedad,Infrastructure,1069,2,3,3,3,The scheme has positively impacted education opportunities for children.,Tirunelveli,18-30,Male,Homemaker,Primary School,Low,Urban,4,4,1,2023-01-31 13:08:09.142,Online
Uzhavar Naal Scheme,Employment,1194,5,2,2,3,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Other,Service,Doctorate,Lower-Middle,Rural,2,5,2,2023-08-11 13:08:09.142,Phone
Green Tamil Nadu Mission,Infrastructure,3295,5,3,4,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Other,Homemaker,High School,High,Urban,2,2,2,2023-04-26 13:08:09.142,Phone
Kalaignar's Wage Protection Scheme,Education,1504,1,3,3,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,18-30,Female,Business,Primary School,Low,Rural,2,5,2,2023-09-09 13:08:09.142,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Infrastructure,3464,5,4,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Other,Homemaker,Primary School,Low,Urban,5,5,1,2023-01-01 13:08:09.142,Online
Kalaignar's Comprehensive Health Insurance Scheme,Infrastructure,4390,1,3,2,2,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Male,Student,High School,Middle,Urban,1,4,4,2023-10-30 13:08:09.142,In-person
Nehru Trophy for Excellence in School Education,Health,4082,5,2,4,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,18-30,Male,Business,Postgraduate,High,Rural,2,1,5,2023-04-14 13:08:09.142,Online
Green Tamil Nadu Mission,Health,4423,5,3,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Female,Homemaker,High School,Middle,Urban,3,1,4,2023-08-27 13:08:09.142,In-person
Nehru Trophy for Excellence in School Education,Employment,4113,5,1,2,4,The scheme has significantly improved healthcare access in our area.,Chennai,18-30,Other,Unemployed,Postgraduate,High,Urban,5,3,1,2023-03-09 13:08:09.142,In-person
Free Sanitary Napkin Scheme,Employment,4656,1,1,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,31-45,Other,Service,Doctorate,Low,Rural,5,2,1,2023-03-17 13:08:09.142,Phone
Uzhavar Naal Scheme,Education,4813,3,4,3,4,The scheme has positively impacted education opportunities for children.,Chennai,Under 18,Female,Homemaker,Graduate,Low,Rural,2,3,3,2023-10-29 13:08:09.142,In-person
Naan Mudhalvan Scheme,Infrastructure,3192,1,2,3,1,The scheme has significantly improved healthcare access in our area.,Chennai,18-30,Female,Student,Doctorate,Lower-Middle,Rural,3,5,4,2023-07-11 13:08:09.142,Online
Free Laptop Scheme for College Students,Education,4259,3,4,4,4,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Other,Service,Primary School,Middle,Rural,4,3,2,2023-11-16 13:08:09.142,Online
Free Laptop Scheme for College Students,Infrastructure,2174,2,1,3,3,The scheme has positively impacted education opportunities for children.,Madurai,46-60,Other,Unemployed,Graduate,Upper-Middle,Urban,5,3,2,2023-11-27 13:08:09.142,In-person
Pensión de Viudedad,Education,384,2,2,5,2,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Other,Student,Graduate,High,Rural,2,3,1,2023-09-22 13:08:09.142,Phone
Tamil Nadu Startup and Innovation Mission,Education,1287,1,3,2,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Other,Homemaker,Graduate,Upper-Middle,Urban,2,2,3,2023-02-20 13:08:09.142,In-person
Makkalai Thedi Maruthuvam,Employment,4069,3,2,2,3,The scheme has significantly improved healthcare access in our area.,Tirunelveli,18-30,Female,Homemaker,Postgraduate,Lower-Middle,Rural,1,1,4,2023-11-04 13:08:09.142,In-person
Climate Resilient Agriculture Scheme,Infrastructure,3065,3,5,3,5,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Male,Service,Doctorate,Low,Rural,1,1,3,2023-11-04 13:08:09.142,In-person
Free Laptop Scheme for College Students,Health,4419,3,2,4,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Male,Business,Graduate,High,Urban,4,3,5,2023-08-24 13:08:09.142,Phone
Organic Farming Mission,Health,883,2,3,1,4,The scheme has significantly improved healthcare access in our area.,Tirunelveli,31-45,Female,Homemaker,Primary School,Low,Rural,4,2,3,2023-09-09 13:08:09.142,Online
Ennum Ezhuthum,Health,1049,1,5,3,3,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Female,Student,Postgraduate,Low,Rural,4,1,5,2023-09-24 13:08:09.142,Online
Pensión de Viudedad,Infrastructure,4039,4,4,1,5,The scheme has positively impacted education opportunities for children.,Salem,31-45,Other,Unemployed,High School,High,Rural,4,4,4,2023-11-15 13:08:09.142,In-person
Free DTH Scheme,Health,144,3,2,3,3,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Other,Student,Postgraduate,High,Rural,2,1,2,2023-08-07 13:08:09.142,Online
Climate Resilient Agriculture Scheme,Infrastructure,1910,3,4,1,4,This initiative has boosted employment prospects for many in our community.,Madurai,18-30,Female,Service,High School,High,Rural,2,1,5,2023-09-21 13:08:09.142,In-person
Tamil Nadu Startup and Innovation Mission,Infrastructure,4666,4,2,3,3,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Female,Student,High School,Upper-Middle,Urban,2,2,2,2023-03-03 13:08:09.142,Online
Amma Free Clinics,Education,2181,1,1,4,5,This initiative has boosted employment prospects for many in our community.,Coimbatore,46-60,Female,Business,High School,Low,Urban,3,2,3,2023-09-21 13:08:09.142,In-person
Free Laptop Scheme for College Students,Health,3598,3,1,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Female,Student,Primary School,Lower-Middle,Rural,4,1,3,2023-03-06 13:08:09.142,Online
Amma Free Clinics,Infrastructure,929,1,3,5,1,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Male,Service,Primary School,High,Urban,3,4,4,2023-07-08 13:08:09.142,Online
Transgender Welfare Board,Health,2009,3,1,4,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,Under 18,Female,Unemployed,Primary School,Lower-Middle,Rural,5,4,2,2023-07-29 13:08:09.142,In-person
Green Tamil Nadu Mission,Employment,2681,5,5,3,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Under 18,Male,Unemployed,Primary School,High,Rural,5,3,4,2023-09-04 13:08:09.142,Phone
Amma Free Clinics,Infrastructure,791,3,5,1,5,This initiative has boosted employment prospects for many in our community.,Tirunelveli,31-45,Female,Student,Graduate,Middle,Rural,2,3,5,2023-08-31 13:08:09.142,In-person
Free DTH Scheme,Employment,4119,5,2,2,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,18-30,Other,Unemployed,Graduate,Lower-Middle,Rural,5,1,3,2023-06-06 13:08:09.142,Online
Organic Farming Mission,Education,1031,1,4,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Under 18,Male,Service,Doctorate,Lower-Middle,Rural,2,1,3,2023-09-05 13:08:09.142,Phone
Kalaignar's Wage Protection Scheme,Infrastructure,3506,3,5,1,5,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Female,Business,Postgraduate,Low,Rural,4,1,3,2023-08-11 13:08:09.142,Phone
Kalaignar's Wage Protection Scheme,Infrastructure,247,2,2,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,46-60,Male,Service,Primary School,Low,Rural,3,4,3,2023-01-05 13:08:09.142,In-person
Amma Unavagam Scheme,Infrastructure,1132,2,4,1,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Female,Service,High School,Middle,Rural,2,5,3,2023-12-10 13:08:09.142,Phone
Makkalai Thedi Maruthuvam,Employment,1411,4,1,2,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Other,Service,Primary School,Lower-Middle,Urban,1,3,5,2023-06-27 13:08:09.142,In-person
Pensión de Viudedad,Employment,487,2,2,5,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Female,Student,Graduate,High,Urban,1,3,5,2023-10-14 13:08:09.142,In-person
Kalaignar's Wage Protection Scheme,Infrastructure,3221,5,4,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Female,Service,Graduate,Lower-Middle,Urban,4,5,4,2023-09-24 13:08:09.142,Online
Tamil Nadu Startup and Innovation Mission,Education,1973,2,3,3,3,The scheme has positively impacted education opportunities for children.,Coimbatore,Above 60,Male,Unemployed,High School,Upper-Middle,Rural,3,1,1,2023-04-30 13:08:09.142,In-person
Amma Unavagam Scheme,Education,3688,2,3,4,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Other,Service,Graduate,Upper-Middle,Rural,2,3,3,2023-05-09 13:08:09.143,In-person
Tamil Nadu Startup and Innovation Mission,Health,1015,2,5,5,4,The scheme has significantly improved healthcare access in our area.,Salem,31-45,Female,Business,Doctorate,Low,Urban,4,4,3,2023-08-30 13:08:09.143,In-person
Pensión de Viudedad,Employment,1978,3,4,4,5,The scheme has significantly improved healthcare access in our area.,Salem,Under 18,Other,Student,Postgraduate,Upper-Middle,Urban,3,5,1,2023-06-14 13:08:09.143,Online
Pensión de Viudedad,Employment,3848,4,3,1,2,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Female,Student,High School,Middle,Urban,1,4,4,2023-02-01 13:08:09.143,Online
Kalaignar's Comprehensive Health Insurance Scheme,Employment,377,1,5,3,2,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Male,Student,Primary School,High,Urban,2,1,5,2023-06-26 13:08:09.143,Online
Transgender Welfare Board,Employment,2077,4,2,3,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Female,Homemaker,High School,High,Urban,3,3,3,2023-07-03 13:08:09.143,In-person
Naan Mudhalvan Scheme,Education,1959,5,2,4,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Male,Service,Graduate,Lower-Middle,Rural,5,4,4,2023-11-28 13:08:09.143,Online
Uzhavar Naal Scheme,Infrastructure,3136,3,4,3,4,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Female,Unemployed,Graduate,High,Rural,2,5,1,2023-02-18 13:08:09.143,In-person
Makkalai Thedi Maruthuvam,Health,3471,3,4,4,5,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Female,Business,Primary School,Low,Urban,5,1,5,2023-10-17 13:08:09.143,In-person
