Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3460,2,3,5,3,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Other,Business,Graduate,High,Rural,5,5,4,2023-01-19 12:09:14.625,Online
Midday Meal Scheme,Infrastructure,3105,1,1,3,4,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Female,Unemployed,Postgraduate,Low,Rural,2,3,4,2023-04-30 12:09:14.625,In-person
Midday Meal Scheme,Education,3652,1,5,2,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Other,Business,Primary School,High,Urban,1,5,5,2023-11-16 12:09:14.625,Phone
Midday Meal Scheme,Education,118,2,1,5,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Other,Unemployed,Postgraduate,Middle,Urban,1,3,3,2023-06-07 12:09:14.625,Online
Midday Meal Scheme,Education,2342,5,4,3,3,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Under 18,Other,Homemaker,Postgraduate,High,Rural,4,3,2,2023-09-20 12:09:14.625,Online
Midday Meal Scheme,Employment,548,2,3,3,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Female,Student,Postgraduate,High,Rural,4,1,5,2023-09-13 12:09:14.625,In-person
Midday Meal Scheme,Employment,2048,5,1,3,2,The scheme has positively impacted education opportunities for children.,Madurai,Under 18,Male,Business,High School,Lower-Middle,Rural,4,4,1,2023-04-12 12:09:14.625,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,1045,5,3,5,5,The scheme has significantly improved healthcare access in our area.,Tirunelveli,18-30,Other,Homemaker,Postgraduate,High,Rural,1,2,2,2023-01-12 12:09:14.625,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4336,3,3,2,4,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Under 18,Other,Homemaker,Primary School,Low,Rural,4,5,3,2023-06-29 12:09:14.625,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,2020,4,5,4,3,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Other,Unemployed,Postgraduate,High,Rural,1,3,5,2023-02-01 12:09:14.625,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3077,4,2,4,5,This initiative has boosted employment prospects for many in our community.,Chennai,31-45,Other,Student,Postgraduate,Lower-Middle,Urban,5,5,3,2022-12-20 12:09:14.625,Phone
Midday Meal Scheme,Infrastructure,4288,1,4,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Other,Homemaker,Graduate,Middle,Urban,2,1,2,2023-05-18 12:09:14.625,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4115,3,1,5,4,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Under 18,Other,Homemaker,Postgraduate,Middle,Urban,4,2,1,2023-06-18 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,338,4,2,1,5,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Business,High School,Low,Urban,1,4,2,2023-07-19 12:09:14.626,Phone
Midday Meal Scheme,Health,304,5,5,2,3,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Other,Student,Primary School,Upper-Middle,Rural,5,4,2,2023-05-20 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,2707,5,2,3,5,This initiative has boosted employment prospects for many in our community.,Chennai,Under 18,Female,Unemployed,Graduate,High,Rural,3,3,5,2023-07-14 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4440,2,3,3,2,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Male,Service,Doctorate,Upper-Middle,Rural,5,2,2,2023-08-22 12:09:14.626,Phone
Midday Meal Scheme,Infrastructure,3488,2,3,4,1,The scheme has significantly improved healthcare access in our area.,Coimbatore,18-30,Male,Homemaker,Postgraduate,Middle,Urban,2,4,5,2023-10-26 12:09:14.626,In-person
Midday Meal Scheme,Education,3072,5,4,5,3,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Female,Service,Doctorate,Upper-Middle,Urban,5,2,5,2023-09-10 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4490,5,1,2,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Female,Business,High School,Middle,Urban,4,5,3,2023-02-15 12:09:14.626,Online
Midday Meal Scheme,Employment,2787,2,1,4,3,The scheme has positively impacted education opportunities for children.,Salem,18-30,Other,Homemaker,Doctorate,Lower-Middle,Urban,4,1,1,2023-06-29 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,4266,4,5,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Other,Business,Primary School,Upper-Middle,Urban,3,2,5,2023-04-06 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,1448,1,4,5,3,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Female,Homemaker,Postgraduate,Lower-Middle,Rural,1,2,4,2023-02-23 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4500,2,1,3,3,The scheme has positively impacted education opportunities for children.,Salem,31-45,Female,Homemaker,High School,Low,Rural,5,4,3,2023-11-03 12:09:14.626,In-person
Midday Meal Scheme,Infrastructure,916,4,3,1,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Female,Business,Postgraduate,Low,Rural,3,3,5,2023-12-10 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,920,4,4,2,4,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Male,Unemployed,High School,Lower-Middle,Urban,4,3,5,2023-12-07 12:09:14.626,Online
Midday Meal Scheme,Employment,292,4,2,3,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Under 18,Female,Student,Graduate,Middle,Urban,1,5,3,2023-01-09 12:09:14.626,Online
Midday Meal Scheme,Health,1876,3,4,2,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,Above 60,Male,Business,Postgraduate,Middle,Rural,1,4,2,2023-09-20 12:09:14.626,In-person
Midday Meal Scheme,Education,3745,3,4,2,4,The scheme has positively impacted education opportunities for children.,Coimbatore,18-30,Other,Homemaker,Primary School,Middle,Urban,2,4,5,2023-07-22 12:09:14.626,In-person
Midday Meal Scheme,Employment,4724,4,1,2,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Female,Student,Primary School,Middle,Urban,4,1,1,2023-06-25 12:09:14.626,In-person
Midday Meal Scheme,Education,350,5,5,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Under 18,Other,Student,Doctorate,High,Rural,1,3,5,2023-06-24 12:09:14.626,Phone
Midday Meal Scheme,Health,1888,3,5,4,1,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Above 60,Other,Homemaker,High School,Lower-Middle,Urban,2,4,3,2023-07-08 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3800,2,1,2,3,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Female,Homemaker,Graduate,Low,Rural,2,5,4,2023-06-20 12:09:14.626,In-person
Midday Meal Scheme,Infrastructure,2563,3,1,5,2,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Male,Service,Graduate,Low,Rural,4,1,3,2023-07-02 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1267,5,1,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,31-45,Male,Homemaker,High School,Middle,Rural,1,3,3,2023-08-27 12:09:14.626,Online
Midday Meal Scheme,Infrastructure,3993,1,5,4,3,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Other,Service,Primary School,Lower-Middle,Urban,1,3,1,2023-08-03 12:09:14.626,In-person
Midday Meal Scheme,Employment,1196,3,1,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Female,Homemaker,Postgraduate,High,Rural,5,3,2,2023-07-23 12:09:14.626,Phone
Midday Meal Scheme,Health,2779,4,2,1,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Female,Service,Primary School,Lower-Middle,Urban,1,1,1,2023-09-23 12:09:14.626,Phone
Midday Meal Scheme,Education,1947,4,2,4,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Other,Homemaker,Graduate,Upper-Middle,Rural,2,5,1,2023-04-05 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,4004,4,3,5,2,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,46-60,Other,Unemployed,Graduate,Upper-Middle,Rural,3,5,5,2023-03-31 12:09:14.626,Phone
Midday Meal Scheme,Education,604,1,2,1,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,18-30,Male,Unemployed,Primary School,High,Rural,4,4,4,2023-10-31 12:09:14.626,Phone
Midday Meal Scheme,Employment,1721,5,4,5,2,The scheme has significantly improved healthcare access in our area.,Salem,31-45,Female,Unemployed,Doctorate,Lower-Middle,Urban,3,4,3,2023-04-05 12:09:14.626,Online
Midday Meal Scheme,Health,2572,2,3,1,1,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Female,Student,High School,High,Urban,1,3,1,2023-04-12 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2646,5,2,2,5,This initiative has boosted employment prospects for many in our community.,Chennai,Above 60,Female,Student,Postgraduate,High,Rural,2,2,1,2023-09-22 12:09:14.626,Phone
Midday Meal Scheme,Health,1487,1,4,2,5,The scheme has significantly improved healthcare access in our area.,Coimbatore,Under 18,Female,Student,High School,Upper-Middle,Rural,3,4,2,2023-10-05 12:09:14.626,Phone
Midday Meal Scheme,Infrastructure,3094,4,2,4,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Male,Homemaker,Postgraduate,Low,Urban,4,5,2,2023-02-19 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,3916,5,4,1,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,31-45,Female,Homemaker,Doctorate,High,Urban,5,3,4,2023-06-12 12:09:14.626,Phone
Midday Meal Scheme,Education,817,2,1,2,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Male,Homemaker,Graduate,Upper-Middle,Urban,3,5,3,2023-07-01 12:09:14.626,Online
Midday Meal Scheme,Health,3584,4,4,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Above 60,Female,Business,High School,High,Rural,5,3,1,2023-07-29 12:09:14.626,Phone
Midday Meal Scheme,Employment,4534,2,1,3,2,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Other,Student,Graduate,Low,Rural,1,1,5,2023-05-17 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,758,3,4,2,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Male,Homemaker,Primary School,Upper-Middle,Rural,1,4,2,2023-04-02 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4108,2,4,2,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Other,Service,Doctorate,Upper-Middle,Urban,4,1,1,2023-06-13 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4624,4,2,5,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Male,Student,High School,High,Rural,5,4,5,2023-02-05 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4334,3,4,3,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Above 60,Female,Business,Postgraduate,Low,Urban,5,5,1,2023-01-19 12:09:14.626,In-person
Midday Meal Scheme,Health,3864,4,2,1,2,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Female,Business,Graduate,Upper-Middle,Rural,4,5,4,2022-12-28 12:09:14.626,Phone
Midday Meal Scheme,Education,3089,4,4,4,5,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Above 60,Male,Homemaker,Graduate,Low,Urban,3,2,4,2023-06-21 12:09:14.626,Phone
Midday Meal Scheme,Education,4737,3,5,3,4,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Other,Student,High School,Upper-Middle,Rural,4,5,5,2023-08-29 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2204,2,3,1,5,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,18-30,Female,Unemployed,High School,Lower-Middle,Rural,1,3,2,2023-11-15 12:09:14.626,Online
Midday Meal Scheme,Infrastructure,1355,1,2,2,4,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Male,Unemployed,Graduate,Lower-Middle,Rural,5,2,4,2023-10-16 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2582,1,2,4,1,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Male,Business,Doctorate,Middle,Urban,2,3,2,2022-12-27 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,483,1,1,4,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Under 18,Female,Unemployed,High School,Low,Urban,2,2,5,2023-05-14 12:09:14.626,Phone
Midday Meal Scheme,Employment,2707,1,5,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,46-60,Other,Service,Graduate,High,Urban,1,3,5,2023-03-12 12:09:14.626,In-person
Midday Meal Scheme,Education,293,5,1,5,4,This initiative has boosted employment prospects for many in our community.,Chennai,46-60,Male,Service,Graduate,Middle,Rural,5,2,1,2023-07-28 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,3907,1,5,1,4,The scheme has significantly improved healthcare access in our area.,Chennai,18-30,Female,Unemployed,High School,Low,Urban,5,4,5,2023-05-21 12:09:14.626,Online
Midday Meal Scheme,Infrastructure,3819,3,5,3,2,The scheme has significantly improved healthcare access in our area.,Coimbatore,Above 60,Other,Student,Primary School,High,Rural,4,4,1,2023-09-21 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,2681,1,4,5,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Other,Service,Doctorate,Upper-Middle,Rural,3,2,2,2023-03-21 12:09:14.626,Phone
Midday Meal Scheme,Infrastructure,2665,4,1,5,5,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Other,Unemployed,Primary School,Lower-Middle,Urban,4,1,1,2023-11-19 12:09:14.626,In-person
Midday Meal Scheme,Education,2863,1,3,5,3,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Other,Student,Postgraduate,High,Rural,2,2,2,2023-02-06 12:09:14.626,Online
Midday Meal Scheme,Education,2898,2,5,4,1,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Other,Student,Graduate,Low,Rural,5,1,4,2023-02-17 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,2439,3,5,1,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Female,Homemaker,Graduate,Middle,Rural,3,3,2,2023-08-31 12:09:14.626,In-person
Midday Meal Scheme,Health,3506,3,2,1,5,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Male,Business,Doctorate,Upper-Middle,Urban,4,2,3,2023-01-25 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,831,5,4,3,3,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Female,Unemployed,Primary School,Lower-Middle,Urban,3,1,1,2023-06-22 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,2972,4,3,2,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,18-30,Other,Homemaker,Graduate,Middle,Rural,2,2,4,2023-10-16 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3220,3,5,3,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,31-45,Female,Unemployed,High School,Upper-Middle,Urban,3,4,2,2023-05-08 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4880,2,2,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,18-30,Other,Student,Graduate,Lower-Middle,Urban,5,4,5,2023-05-06 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,4277,1,1,4,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,31-45,Other,Student,Doctorate,Middle,Rural,3,2,1,2023-01-15 12:09:14.626,Phone
Midday Meal Scheme,Health,2704,3,5,3,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Under 18,Other,Service,Graduate,Lower-Middle,Urban,3,2,2,2023-03-30 12:09:14.626,Online
Midday Meal Scheme,Infrastructure,2482,2,2,2,2,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Other,Homemaker,High School,Upper-Middle,Rural,4,5,4,2023-01-24 12:09:14.626,In-person
Midday Meal Scheme,Employment,631,1,1,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Above 60,Male,Homemaker,High School,High,Urban,3,4,5,2023-11-19 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,4416,5,4,5,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Male,Service,Graduate,Low,Urban,3,3,1,2023-11-09 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,734,3,1,2,5,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Other,Unemployed,Graduate,Middle,Urban,2,2,4,2023-12-08 12:09:14.626,Phone
Midday Meal Scheme,Health,1869,3,5,5,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,Above 60,Male,Business,High School,Lower-Middle,Urban,3,5,5,2023-04-02 12:09:14.626,Online
Midday Meal Scheme,Employment,3904,2,3,4,4,The scheme has significantly improved healthcare access in our area.,Salem,Under 18,Female,Unemployed,Primary School,Upper-Middle,Urban,4,2,3,2023-06-18 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,2470,4,1,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Male,Student,Postgraduate,Low,Rural,4,4,5,2023-11-03 12:09:14.626,Online
Midday Meal Scheme,Infrastructure,102,5,3,3,5,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Female,Student,High School,Middle,Rural,5,1,1,2023-11-19 12:09:14.626,In-person
Midday Meal Scheme,Employment,305,4,3,3,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Under 18,Female,Homemaker,High School,Low,Urban,2,1,3,2023-03-08 12:09:14.626,In-person
Midday Meal Scheme,Employment,4235,3,1,5,5,This initiative has boosted employment prospects for many in our community.,Chennai,Under 18,Other,Unemployed,Primary School,Middle,Rural,1,4,2,2023-01-15 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,2721,4,4,5,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Male,Homemaker,Postgraduate,Upper-Middle,Rural,5,3,3,2023-02-20 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,4839,1,1,1,2,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Other,Unemployed,High School,High,Urban,3,5,3,2023-01-29 12:09:14.626,Phone
Midday Meal Scheme,Health,2990,5,2,3,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Other,Student,Postgraduate,Low,Urban,2,2,3,2023-06-06 12:09:14.626,In-person
Midday Meal Scheme,Health,3293,4,3,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Other,Business,Graduate,Middle,Urban,5,2,5,2023-05-02 12:09:14.626,In-person
Midday Meal Scheme,Infrastructure,2766,1,5,5,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Male,Business,Primary School,High,Urban,4,2,3,2023-07-01 12:09:14.626,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,3406,2,3,5,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,31-45,Male,Student,High School,Low,Rural,2,5,3,2023-03-14 12:09:14.626,Phone
Midday Meal Scheme,Employment,997,4,5,2,4,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Under 18,Male,Unemployed,Doctorate,Low,Urban,2,5,2,2023-02-23 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1185,5,2,5,1,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,31-45,Male,Student,Doctorate,Upper-Middle,Urban,3,4,3,2023-11-09 12:09:14.626,In-person
Midday Meal Scheme,Education,1379,1,2,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Other,Service,Postgraduate,Middle,Rural,2,5,5,2023-11-27 12:09:14.626,Phone
Midday Meal Scheme,Employment,770,4,2,1,5,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Female,Business,Primary School,Middle,Rural,2,2,4,2023-06-22 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,1605,2,1,2,1,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Female,Business,Graduate,High,Rural,1,2,4,2023-11-03 12:09:14.626,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,3675,4,3,2,3,The scheme has positively impacted education opportunities for children.,Salem,18-30,Male,Unemployed,High School,Lower-Middle,Rural,3,5,5,2023-11-13 12:09:14.626,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,4914,1,5,3,1,The scheme has positively impacted education opportunities for children.,Salem,46-60,Female,Service,Doctorate,Upper-Middle,Urban,2,5,5,2023-05-05 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,2055,4,2,4,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Business,High School,High,Urban,2,4,3,2023-10-16 12:09:14.627,Phone
Midday Meal Scheme,Health,349,5,2,3,4,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Male,Business,Graduate,Low,Urban,1,1,5,2023-06-06 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,1992,3,5,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Under 18,Female,Business,Postgraduate,Lower-Middle,Rural,1,5,3,2023-06-03 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3539,1,3,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Female,Student,Graduate,Lower-Middle,Urban,4,1,1,2023-03-29 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,1953,1,3,2,1,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Female,Service,Graduate,Upper-Middle,Rural,3,3,2,2023-07-23 12:09:14.627,Phone
Midday Meal Scheme,Education,2954,1,5,1,5,The scheme has significantly improved healthcare access in our area.,Chennai,18-30,Male,Homemaker,High School,Low,Urban,1,1,2,2023-09-10 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1603,1,4,5,2,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Female,Service,Primary School,Upper-Middle,Urban,2,5,2,2023-08-05 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3485,4,3,2,2,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,46-60,Other,Homemaker,Postgraduate,Lower-Middle,Rural,1,2,1,2023-06-10 12:09:14.627,In-person
Midday Meal Scheme,Employment,3671,5,5,5,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Other,Business,High School,Lower-Middle,Urban,5,2,2,2023-04-11 12:09:14.627,In-person
Midday Meal Scheme,Employment,3892,2,5,5,1,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Other,Homemaker,Doctorate,Lower-Middle,Urban,4,5,3,2023-03-26 12:09:14.627,In-person
Midday Meal Scheme,Employment,3526,5,2,4,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Female,Business,High School,Middle,Rural,4,4,4,2023-09-05 12:09:14.627,Phone
Midday Meal Scheme,Health,143,1,5,3,1,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Male,Service,Postgraduate,Lower-Middle,Urban,3,5,2,2022-12-15 12:09:14.627,Phone
Midday Meal Scheme,Infrastructure,3712,4,1,4,5,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,31-45,Male,Service,Doctorate,Middle,Rural,4,5,2,2023-02-01 12:09:14.627,In-person
Midday Meal Scheme,Education,2718,4,2,3,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Other,Business,Primary School,High,Urban,3,4,3,2023-07-15 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,4778,1,2,2,3,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Male,Business,Primary School,High,Rural,5,4,3,2023-03-26 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3263,4,3,5,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,46-60,Male,Homemaker,Graduate,Low,Urban,2,3,2,2023-01-07 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1388,1,4,4,3,The scheme has positively impacted education opportunities for children.,Madurai,Under 18,Male,Business,Doctorate,Middle,Rural,5,3,5,2023-04-23 12:09:14.627,In-person
Midday Meal Scheme,Health,3042,5,3,2,2,The scheme has significantly improved healthcare access in our area.,Tirunelveli,18-30,Male,Student,High School,Low,Rural,3,3,1,2023-02-25 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,319,3,1,2,3,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Female,Service,High School,High,Urban,3,4,4,2023-12-11 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2025,4,2,3,1,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Other,Service,High School,Middle,Rural,3,1,4,2023-04-29 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,3072,1,2,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Under 18,Female,Student,Primary School,Middle,Rural,2,5,1,2023-02-12 12:09:14.627,Online
Midday Meal Scheme,Infrastructure,3613,1,5,3,2,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Other,Business,Primary School,Low,Rural,3,3,2,2023-07-12 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,2548,4,4,3,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Other,Homemaker,Doctorate,High,Rural,5,1,2,2023-05-23 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3571,2,4,2,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Female,Student,Doctorate,Upper-Middle,Rural,2,5,2,2023-02-16 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2874,1,5,3,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Above 60,Male,Homemaker,Primary School,Lower-Middle,Urban,5,1,2,2023-03-11 12:09:14.627,Phone
